"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-07","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","8","","","","0"
"2016-10","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","27","","","","0"
"2017-01","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","20","","","","0"
"2017-04","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","25","","","","0"
"2017-07","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","51","","","","0"
"2017-10","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","108","","","","0"
"2018-01","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","8","","","","0"
"2018-04","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","10","","","","0"
"2018-07","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","47","","","","0"
"2018-10","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","15","","","","0"
"2019-01","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","3","","","","0"
"2019-04","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","4","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","22","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","25","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","6","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","3","","","","0"
"2020-07","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","3","","","","0"
"2020-10","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","18","","","","0"
"2021-01","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","18","","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","16","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","16","","","","0"
"2021-10","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","90","","","","0"
"2022-01","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","9","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","3","","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","7","","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","19","","","","0"
"2023-01","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","7","","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","3","","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","0","","","","0"
"2023-10","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","44","","","","0"
"2024-01","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","12","","","","0"
"2024-04","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","8","","","","0"
"2024-07","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","7","","","","0"
"2024-10","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","0","","","","0"
"2025-01","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","6","","","","0"
"2025-04","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","12","","","","0"
"2025-07","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","36","","","","0"
"2025-10","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","22","","","","0"
"2015-01","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","131","","","","0"
"2015-04","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","32","","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","62","","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","81","","","","0"
"2016-01","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","25","","","","0"
"2016-04","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","35","","","","0"
"2016-07","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","27","","","","0"
"2016-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","38","","","","0"
"2017-01","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","3","","","","0"
"2017-04","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","50","","","","0"
"2017-07","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","47","","","","0"
"2017-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","26","","","","0"
"2018-01","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","102","","","","0"
"2018-04","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","7","","","","0"
"2018-07","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","30","","","","0"
"2018-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","25","","","","0"
"2019-01","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","4","","","","0"
"2019-04","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","36","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","34","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","43","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","9","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","8","","","","0"
"2020-07","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","43","","","","0"
"2020-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","5","","","","0"
"2021-01","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","1","","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","25","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","12","","","","0"
"2021-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","21","","","","0"
"2022-01","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","20","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","38","","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","107","","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","104","","","","0"
"2023-01","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","11","","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","28","","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","78","","","","0"
"2023-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","47","","","","0"
"2024-01","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","81","","","","0"
"2024-04","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","65","","","","0"
"2024-07","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","167","","","","0"
"2024-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","155","","","","0"
"2025-01","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","47","","","","0"
"2025-04","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","153","","","","0"
"2025-07","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","72","","","","0"
"2025-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","125","","","","0"
"2015-01","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1517","","","","0"
"2015-04","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1446","","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1552","","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1498","","","","0"
"2016-01","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1210","","","","0"
"2016-04","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1093","","","","0"
"2016-07","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1132","","","","0"
"2016-10","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1105","","","","0"
"2017-01","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","901","","","","0"
"2017-04","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","904","","","","0"
"2017-07","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1016","","","","0"
"2017-10","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1178","","","","0"
"2018-01","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","991","","","","0"
"2018-04","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","925","","","","0"
"2018-07","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1004","","","","0"
"2018-10","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","906","","","","0"
"2019-01","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","686","","","","0"
"2019-04","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","648","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","760","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","859","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","719","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","554","","","","0"
"2020-07","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","661","","","","0"
"2020-10","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","718","","","","0"
"2021-01","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","661","","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","732","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","692","","","","0"
"2021-10","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","742","","","","0"
"2022-01","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","762","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","792","","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1000","","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","966","","","","0"
"2015-01","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","984","","","","0"
"2015-04","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","999","","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","1070","","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","1040","","","","0"
"2016-01","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","845","","","","0"
"2016-04","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","838","","","","0"
"2016-07","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","870","","","","0"
"2016-10","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","809","","","","0"
"2017-01","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","614","","","","0"
"2017-04","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","583","","","","0"
"2017-07","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","662","","","","0"
"2017-10","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","713","","","","0"
"2018-01","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","543","","","","0"
"2018-04","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","527","","","","0"
"2018-07","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","600","","","","0"
"2018-10","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","556","","","","0"
"2019-01","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","436","","","","0"
"2019-04","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","401","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","489","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","537","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","435","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","376","","","","0"
"2020-07","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","468","","","","0"
"2020-10","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","515","","","","0"
"2021-01","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","459","","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","519","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","536","","","","0"
"2021-10","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","488","","","","0"
"2022-01","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","533","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","610","","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","735","","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","678","","","","0"
"2015-01","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","533","","","","0"
"2015-04","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","447","","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","482","","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","458","","","","0"
"2016-01","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","365","","","","0"
"2016-04","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","255","","","","0"
"2016-07","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","262","","","","0"
"2016-10","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","296","","","","0"
"2017-01","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","287","","","","0"
"2017-04","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","321","","","","0"
"2017-07","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","354","","","","0"
"2017-10","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","465","","","","0"
"2018-01","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","448","","","","0"
"2018-04","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","398","","","","0"
"2018-07","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","404","","","","0"
"2018-10","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","350","","","","0"
"2019-01","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","250","","","","0"
"2019-04","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","247","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","271","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","322","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","284","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","178","","","","0"
"2020-07","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","193","","","","0"
"2020-10","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","203","","","","0"
"2021-01","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","202","","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","213","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","156","","","","0"
"2021-10","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","254","","","","0"
"2022-01","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","229","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","182","","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","265","","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","288","","","","0"
"2015-01","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","24","","","","0"
"2015-04","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","30","","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","48","","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","60","","","","0"
"2016-01","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","30","","","","0"
"2016-04","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","54","","","","0"
"2016-07","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","80","","","","0"
"2016-10","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","85","","","","0"
"2017-01","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","94","","","","0"
"2017-04","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","92","","","","0"
"2017-07","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","99","","","","0"
"2017-10","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","119","","","","0"
"2018-01","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","78","","","","0"
