"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Vancouver (CMA), British Columbia","2016S0503933","Both sexes","All ages","Persons","249","units","0","v1060818031","142.1.1","2658582","","","","0"
"2019","Vancouver (CMA), British Columbia","2016S0503933","Both sexes","All ages","Persons","249","units","0","v1060818031","142.1.1","2709277","","","","0"
"2020","Vancouver (CMA), British Columbia","2016S0503933","Both sexes","All ages","Persons","249","units","0","v1060818031","142.1.1","2743765","","","","0"
"2021","Vancouver (CMA), British Columbia","2016S0503933","Both sexes","All ages","Persons","249","units","0","v1060818031","142.1.1","2764932","","","","0"
"2022","Vancouver (CMA), British Columbia","2016S0503933","Both sexes","All ages","Persons","249","units","0","v1060818031","142.1.1","2842730","","","","0"
"2018","Victoria (CMA), British Columbia","2016S0503935","Both sexes","All ages","Persons","249","units","0","v1060818691","144.1.1","396839","","","","0"
"2019","Victoria (CMA), British Columbia","2016S0503935","Both sexes","All ages","Persons","249","units","0","v1060818691","144.1.1","403466","","","","0"
"2020","Victoria (CMA), British Columbia","2016S0503935","Both sexes","All ages","Persons","249","units","0","v1060818691","144.1.1","409398","","","","0"
"2021","Victoria (CMA), British Columbia","2016S0503935","Both sexes","All ages","Persons","249","units","0","v1060818691","144.1.1","413859","","","","0"
"2022","Victoria (CMA), British Columbia","2016S0503935","Both sexes","All ages","Persons","249","units","0","v1060818691","144.1.1","423136","","","","0"
"2018","All census agglomerations, Canada","","Both sexes","All ages","Persons","249","units","0","v1078829318","163.1.1","4483793","","","","0"
"2019","All census agglomerations, Canada","","Both sexes","All ages","Persons","249","units","0","v1078829318","163.1.1","4527320","","","","0"
"2020","All census agglomerations, Canada","","Both sexes","All ages","Persons","249","units","0","v1078829318","163.1.1","4563097","","","","0"
"2021","All census agglomerations, Canada","","Both sexes","All ages","Persons","249","units","0","v1078829318","163.1.1","4595992","","","","0"
"2022","All census agglomerations, Canada","","Both sexes","All ages","Persons","249","units","0","v1078829318","163.1.1","4661671","","","","0"
"2018","Bay Roberts (CA), Newfoundland and Labrador","2016S0504005","Both sexes","All ages","Persons","249","units","0","v1060771831","2.1.1","11271","","","","0"
"2019","Bay Roberts (CA), Newfoundland and Labrador","2016S0504005","Both sexes","All ages","Persons","249","units","0","v1060771831","2.1.1","11211","","","","0"
"2020","Bay Roberts (CA), Newfoundland and Labrador","2016S0504005","Both sexes","All ages","Persons","249","units","0","v1060771831","2.1.1","11090","","","","0"
"2021","Bay Roberts (CA), Newfoundland and Labrador","2016S0504005","Both sexes","All ages","Persons","249","units","0","v1060771831","2.1.1","11057","","","","0"
"2022","Bay Roberts (CA), Newfoundland and Labrador","2016S0504005","Both sexes","All ages","Persons","249","units","0","v1060771831","2.1.1","11087","","","","0"
"2018","Grand Falls-Windsor (CA), Newfoundland and Labrador","2016S0504010","Both sexes","All ages","Persons","249","units","0","v1060772161","3.1.1","14354","","","","0"
"2019","Grand Falls-Windsor (CA), Newfoundland and Labrador","2016S0504010","Both sexes","All ages","Persons","249","units","0","v1060772161","3.1.1","14282","","","","0"
"2020","Grand Falls-Windsor (CA), Newfoundland and Labrador","2016S0504010","Both sexes","All ages","Persons","249","units","0","v1060772161","3.1.1","14305","","","","0"
"2021","Grand Falls-Windsor (CA), Newfoundland and Labrador","2016S0504010","Both sexes","All ages","Persons","249","units","0","v1060772161","3.1.1","14282","","","","0"
"2022","Grand Falls-Windsor (CA), Newfoundland and Labrador","2016S0504010","Both sexes","All ages","Persons","249","units","0","v1060772161","3.1.1","14411","","","","0"
"2018","Gander (CA), Newfoundland and Labrador","2016S0504011","Both sexes","All ages","Persons","249","units","0","v1060772491","4.1.1","13631","","","","0"
"2019","Gander (CA), Newfoundland and Labrador","2016S0504011","Both sexes","All ages","Persons","249","units","0","v1060772491","4.1.1","13507","","","","0"
"2020","Gander (CA), Newfoundland and Labrador","2016S0504011","Both sexes","All ages","Persons","249","units","0","v1060772491","4.1.1","13477","","","","0"
"2021","Gander (CA), Newfoundland and Labrador","2016S0504011","Both sexes","All ages","Persons","249","units","0","v1060772491","4.1.1","13488","","","","0"
"2022","Gander (CA), Newfoundland and Labrador","2016S0504011","Both sexes","All ages","Persons","249","units","0","v1060772491","4.1.1","13667","","","","0"
"2018","Corner Brook (CA), Newfoundland and Labrador","2016S0504015","Both sexes","All ages","Persons","249","units","0","v1060772821","5.1.1","32124","","","","0"
"2019","Corner Brook (CA), Newfoundland and Labrador","2016S0504015","Both sexes","All ages","Persons","249","units","0","v1060772821","5.1.1","32031","","","","0"
"2020","Corner Brook (CA), Newfoundland and Labrador","2016S0504015","Both sexes","All ages","Persons","249","units","0","v1060772821","5.1.1","31718","","","","0"
"2021","Corner Brook (CA), Newfoundland and Labrador","2016S0504015","Both sexes","All ages","Persons","249","units","0","v1060772821","5.1.1","31597","","","","0"
"2022","Corner Brook (CA), Newfoundland and Labrador","2016S0504015","Both sexes","All ages","Persons","249","units","0","v1060772821","5.1.1","31840","","","","0"
"2018","Charlottetown (CA), Prince Edward Island","2016S0504105","Both sexes","All ages","Persons","249","units","0","v1060773151","6.1.1","76649","","","","0"
"2019","Charlottetown (CA), Prince Edward Island","2016S0504105","Both sexes","All ages","Persons","249","units","0","v1060773151","6.1.1","79210","","","","0"
"2020","Charlottetown (CA), Prince Edward Island","2016S0504105","Both sexes","All ages","Persons","249","units","0","v1060773151","6.1.1","81602","","","","0"
"2021","Charlottetown (CA), Prince Edward Island","2016S0504105","Both sexes","All ages","Persons","249","units","0","v1060773151","6.1.1","83381","","","","0"
"2022","Charlottetown (CA), Prince Edward Island","2016S0504105","Both sexes","All ages","Persons","249","units","0","v1060773151","6.1.1","86865","","","","0"
"2018","Summerside (CA), Prince Edward Island","2016S0504110","Both sexes","All ages","Persons","249","units","0","v1060773481","7.1.1","17493","","","","0"
"2019","Summerside (CA), Prince Edward Island","2016S0504110","Both sexes","All ages","Persons","249","units","0","v1060773481","7.1.1","17883","","","","0"
"2020","Summerside (CA), Prince Edward Island","2016S0504110","Both sexes","All ages","Persons","249","units","0","v1060773481","7.1.1","18125","","","","0"
"2021","Summerside (CA), Prince Edward Island","2016S0504110","Both sexes","All ages","Persons","249","units","0","v1060773481","7.1.1","18483","","","","0"
"2022","Summerside (CA), Prince Edward Island","2016S0504110","Both sexes","All ages","Persons","249","units","0","v1060773481","7.1.1","18938","","","","0"
"2018","Kentville (CA), Nova Scotia","2016S0504210","Both sexes","All ages","Persons","249","units","0","v1060774141","9.1.1","27511","","","","0"
"2019","Kentville (CA), Nova Scotia","2016S0504210","Both sexes","All ages","Persons","249","units","0","v1060774141","9.1.1","27819","","","","0"
"2020","Kentville (CA), Nova Scotia","2016S0504210","Both sexes","All ages","Persons","249","units","0","v1060774141","9.1.1","28223","","","","0"
"2021","Kentville (CA), Nova Scotia","2016S0504210","Both sexes","All ages","Persons","249","units","0","v1060774141","9.1.1","28888","","","","0"
"2022","Kentville (CA), Nova Scotia","2016S0504210","Both sexes","All ages","Persons","249","units","0","v1060774141","9.1.1","29683","","","","0"
"2018","Truro (CA), Nova Scotia","2016S0504215","Both sexes","All ages","Persons","249","units","0","v1060774471","10.1.1","46629","","","","0"
"2019","Truro (CA), Nova Scotia","2016S0504215","Both sexes","All ages","Persons","249","units","0","v1060774471","10.1.1","46873","","","","0"
"2020","Truro (CA), Nova Scotia","2016S0504215","Both sexes","All ages","Persons","249","units","0","v1060774471","10.1.1","47173","","","","0"
"2021","Truro (CA), Nova Scotia","2016S0504215","Both sexes","All ages","Persons","249","units","0","v1060774471","10.1.1","47412","","","","0"
"2022","Truro (CA), Nova Scotia","2016S0504215","Both sexes","All ages","Persons","249","units","0","v1060774471","10.1.1","48282","","","","0"
"2018","New Glasgow (CA), Nova Scotia","2016S0504220","Both sexes","All ages","Persons","249","units","0","v1060774801","11.1.1","34863","","","","0"
"2019","New Glasgow (CA), Nova Scotia","2016S0504220","Both sexes","All ages","Persons","249","units","0","v1060774801","11.1.1","34854","","","","0"
"2020","New Glasgow (CA), Nova Scotia","2016S0504220","Both sexes","All ages","Persons","249","units","0","v1060774801","11.1.1","34950","","","","0"
"2021","New Glasgow (CA), Nova Scotia","2016S0504220","Both sexes","All ages","Persons","249","units","0","v1060774801","11.1.1","35250","","","","0"
"2022","New Glasgow (CA), Nova Scotia","2016S0504220","Both sexes","All ages","Persons","249","units","0","v1060774801","11.1.1","35717","","","","0"
"2018","Cape Breton (CA), Nova Scotia","2016S0504225","Both sexes","All ages","Persons","249","units","0","v1060775131","12.1.1","99553","","","","0"
"2019","Cape Breton (CA), Nova Scotia","2016S0504225","Both sexes","All ages","Persons","249","units","0","v1060775131","12.1.1","100995","","","","0"
"2020","Cape Breton (CA), Nova Scotia","2016S0504225","Both sexes","All ages","Persons","249","units","0","v1060775131","12.1.1","100258","","","","0"
"2021","Cape Breton (CA), Nova Scotia","2016S0504225","Both sexes","All ages","Persons","249","units","0","v1060775131","12.1.1","97924","","","","0"
"2022","Cape Breton (CA), Nova Scotia","2016S0504225","Both sexes","All ages","Persons","249","units","0","v1060775131","12.1.1","98821","","","","0"
"2018","Fredericton (CA), New Brunswick","2016S0504320","Both sexes","All ages","Persons","249","units","0","v1060776121","15.1.1","107761","","","","0"
"2019","Fredericton (CA), New Brunswick","2016S0504320","Both sexes","All ages","Persons","249","units","0","v1060776121","15.1.1","109759","","","","0"
"2020","Fredericton (CA), New Brunswick","2016S0504320","Both sexes","All ages","Persons","249","units","0","v1060776121","15.1.1","111369","","","","0"
"2021","Fredericton (CA), New Brunswick","2016S0504320","Both sexes","All ages","Persons","249","units","0","v1060776121","15.1.1","112428","","","","0"
"2022","Fredericton (CA), New Brunswick","2016S0504320","Both sexes","All ages","Persons","249","units","0","v1060776121","15.1.1","116159","","","","0"
"2018","Bathurst (CA), New Brunswick","2016S0504328","Both sexes","All ages","Persons","249","units","0","v1060776451","16.1.1","31597","","","","0"
"2019","Bathurst (CA), New Brunswick","2016S0504328","Both sexes","All ages","Persons","249","units","0","v1060776451","16.1.1","31687","","","","0"
"2020","Bathurst (CA), New Brunswick","2016S0504328","Both sexes","All ages","Persons","249","units","0","v1060776451","16.1.1","31751","","","","0"
"2021","Bathurst (CA), New Brunswick","2016S0504328","Both sexes","All ages","Persons","249","units","0","v1060776451","16.1.1","31742","","","","0"
"2022","Bathurst (CA), New Brunswick","2016S0504328","Both sexes","All ages","Persons","249","units","0","v1060776451","16.1.1","31999","","","","0"
"2018","Miramichi (CA), New Brunswick","2016S0504329","Both sexes","All ages","Persons","249","units","0","v1060776781","17.1.1","27894","","","","0"
"2019","Miramichi (CA), New Brunswick","2016S0504329","Both sexes","All ages","Persons","249","units","0","v1060776781","17.1.1","27941","","","","0"
"2020","Miramichi (CA), New Brunswick","2016S0504329","Both sexes","All ages","Persons","249","units","0","v1060776781","17.1.1","27981","","","","0"
"2021","Miramichi (CA), New Brunswick","2016S0504329","Both sexes","All ages","Persons","249","units","0","v1060776781","17.1.1","28142","","","","0"
"2022","Miramichi (CA), New Brunswick","2016S0504329","Both sexes","All ages","Persons","249","units","0","v1060776781","17.1.1","28749","","","","0"
"2018","Edmundston (CA), New Brunswick","2016S0504335","Both sexes","All ages","Persons","249","units","0","v1060777111","18.1.1","23960","","","","0"
"2019","Edmundston (CA), New Brunswick","2016S0504335","Both sexes","All ages","Persons","249","units","0","v1060777111","18.1.1","23904","","","","0"
"2020","Edmundston (CA), New Brunswick","2016S0504335","Both sexes","All ages","Persons","249","units","0","v1060777111","18.1.1","23854","","","","0"
"2021","Edmundston (CA), New Brunswick","2016S0504335","Both sexes","All ages","Persons","249","units","0","v1060777111","18.1.1","23839","","","","0"
"2022","Edmundston (CA), New Brunswick","2016S0504335","Both sexes","All ages","Persons","249","units","0","v1060777111","18.1.1","24132","","","","0"
"2018","Campbellton (CA), New Brunswick/Quebec","2016S0504330","Both sexes","All ages","Persons","249","units","0","v1060777441","19.1.1","16076","","","","0"
"2019","Campbellton (CA), New Brunswick/Quebec","2016S0504330","Both sexes","All ages","Persons","249","units","0","v1060777441","19.1.1","15999","","","","0"
"2020","Campbellton (CA), New Brunswick/Quebec","2016S0504330","Both sexes","All ages","Persons","249","units","0","v1060777441","19.1.1","15913","","","","0"
"2021","Campbellton (CA), New Brunswick/Quebec","2016S0504330","Both sexes","All ages","Persons","249","units","0","v1060777441","19.1.1","15805","","","","0"
"2022","Campbellton (CA), New Brunswick/Quebec","2016S0504330","Both sexes","All ages","Persons","249","units","0","v1060777441","19.1.1","15896","","","","0"
"2018","Campbellton (CA), New Brunswick part, New Brunswick","2016S050613330","Both sexes","All ages","Persons","249","units","0","v1060777771","20.1.1","13126","","","","0"
"2019","Campbellton (CA), New Brunswick part, New Brunswick","2016S050613330","Both sexes","All ages","Persons","249","units","0","v1060777771","20.1.1","13021","","","","0"
"2020","Campbellton (CA), New Brunswick part, New Brunswick","2016S050613330","Both sexes","All ages","Persons","249","units","0","v1060777771","20.1.1","12968","","","","0"
"2021","Campbellton (CA), New Brunswick part, New Brunswick","2016S050613330","Both sexes","All ages","Persons","249","units","0","v1060777771","20.1.1","12865","","","","0"
"2022","Campbellton (CA), New Brunswick part, New Brunswick","2016S050613330","Both sexes","All ages","Persons","249","units","0","v1060777771","20.1.1","12943","","","","0"
"2018","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","2950","","","","0"
"2019","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","2978","","","","0"
"2020","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","2945","","","","0"
"2021","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","2940","","","","0"
"2022","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","2953","","","","0"
"2018","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17795","","","","0"
"2019","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17682","","","","0"
"2020","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17678","","","","0"
"2021","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17505","","","","0"
"2022","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17748","","","","0"
"2018","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","55785","","","","0"
"2019","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","56174","","","","0"
"2020","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","56386","","","","0"
"2021","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","56647","","","","0"
"2022","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","57013","","","","0"
"2018","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29459","","","","0"
"2019","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29649","","","","0"
"2020","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29787","","","","0"
"2021","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29864","","","","0"
"2022","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29979","","","","0"
"2018","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","27179","","","","0"
"2019","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","26971","","","","0"
"2020","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","26800","","","","0"
"2021","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","26710","","","","0"
"2022","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","26667","","","","0"
"2018","Alma (CA), Quebec","2016S0504410","Both sexes","All ages","Persons","249","units","0","v1060780081","27.1.1","32784","","","","0"
"2019","Alma (CA), Quebec","2016S0504410","Both sexes","All ages","Persons","249","units","0","v1060780081","27.1.1","32924","","","","0"
"2020","Alma (CA), Quebec","2016S0504410","Both sexes","All ages","Persons","249","units","0","v1060780081","27.1.1","33016","","","","0"
"2021","Alma (CA), Quebec","2016S0504410","Both sexes","All ages","Persons","249","units","0","v1060780081","27.1.1","33101","","","","0"
"2022","Alma (CA), Quebec","2016S0504410","Both sexes","All ages","Persons","249","units","0","v1060780081","27.1.1","33195","","","","0"
"2018","Dolbeau-Mistassini (CA), Quebec","2016S0504411","Both sexes","All ages","Persons","249","units","0","v1060780411","28.1.1","15541","","","","0"
"2019","Dolbeau-Mistassini (CA), Quebec","2016S0504411","Both sexes","All ages","Persons","249","units","0","v1060780411","28.1.1","15459","","","","0"
"2020","Dolbeau-Mistassini (CA), Quebec","2016S0504411","Both sexes","All ages","Persons","249","units","0","v1060780411","28.1.1","15414","","","","0"
"2021","Dolbeau-Mistassini (CA), Quebec","2016S0504411","Both sexes","All ages","Persons","249","units","0","v1060780411","28.1.1","15308","","","","0"
"2022","Dolbeau-Mistassini (CA), Quebec","2016S0504411","Both sexes","All ages","Persons","249","units","0","v1060780411","28.1.1","15317","","","","0"
"2018","Sept-Îles (CA), Quebec","2016S0504412","Both sexes","All ages","Persons","249","units","0","v1060780741","29.1.1","28300","","","","0"
"2019","Sept-Îles (CA), Quebec","2016S0504412","Both sexes","All ages","Persons","249","units","0","v1060780741","29.1.1","28166","","","","0"
"2020","Sept-Îles (CA), Quebec","2016S0504412","Both sexes","All ages","Persons","249","units","0","v1060780741","29.1.1","28231","","","","0"
"2021","Sept-Îles (CA), Quebec","2016S0504412","Both sexes","All ages","Persons","249","units","0","v1060780741","29.1.1","28239","","","","0"
"2022","Sept-Îles (CA), Quebec","2016S0504412","Both sexes","All ages","Persons","249","units","0","v1060780741","29.1.1","28202","","","","0"
"2018","Sainte-Marie (CA), Quebec","2016S0504423","Both sexes","All ages","Persons","249","units","0","v1060781401","31.1.1","13815","","","","0"
"2019","Sainte-Marie (CA), Quebec","2016S0504423","Both sexes","All ages","Persons","249","units","0","v1060781401","31.1.1","13609","","","","0"
"2020","Sainte-Marie (CA), Quebec","2016S0504423","Both sexes","All ages","Persons","249","units","0","v1060781401","31.1.1","13234","","","","0"
"2021","Sainte-Marie (CA), Quebec","2016S0504423","Both sexes","All ages","Persons","249","units","0","v1060781401","31.1.1","13468","","","","0"
"2022","Sainte-Marie (CA), Quebec","2016S0504423","Both sexes","All ages","Persons","249","units","0","v1060781401","31.1.1","13608","","","","0"
"2018","Saint-Georges (CA), Quebec","2016S0504428","Both sexes","All ages","Persons","249","units","0","v1060781731","32.1.1","33259","","","","0"
"2019","Saint-Georges (CA), Quebec","2016S0504428","Both sexes","All ages","Persons","249","units","0","v1060781731","32.1.1","33519","","","","0"
"2020","Saint-Georges (CA), Quebec","2016S0504428","Both sexes","All ages","Persons","249","units","0","v1060781731","32.1.1","33671","","","","0"
"2021","Saint-Georges (CA), Quebec","2016S0504428","Both sexes","All ages","Persons","249","units","0","v1060781731","32.1.1","33752","","","","0"
"2022","Saint-Georges (CA), Quebec","2016S0504428","Both sexes","All ages","Persons","249","units","0","v1060781731","32.1.1","33975","","","","0"
"2018","Thetford Mines (CA), Quebec","2016S0504430","Both sexes","All ages","Persons","249","units","0","v1060782061","33.1.1","28731","","","","0"
"2019","Thetford Mines (CA), Quebec","2016S0504430","Both sexes","All ages","Persons","249","units","0","v1060782061","33.1.1","28695","","","","0"
"2020","Thetford Mines (CA), Quebec","2016S0504430","Both sexes","All ages","Persons","249","units","0","v1060782061","33.1.1","28875","","","","0"
"2021","Thetford Mines (CA), Quebec","2016S0504430","Both sexes","All ages","Persons","249","units","0","v1060782061","33.1.1","29103","","","","0"
"2022","Thetford Mines (CA), Quebec","2016S0504430","Both sexes","All ages","Persons","249","units","0","v1060782061","33.1.1","29290","","","","0"
"2018","Cowansville (CA), Quebec","2016S0504437","Both sexes","All ages","Persons","249","units","0","v1060782721","35.1.1","14284","","","","0"
"2019","Cowansville (CA), Quebec","2016S0504437","Both sexes","All ages","Persons","249","units","0","v1060782721","35.1.1","14655","","","","0"
"2020","Cowansville (CA), Quebec","2016S0504437","Both sexes","All ages","Persons","249","units","0","v1060782721","35.1.1","14999","","","","0"
"2021","Cowansville (CA), Quebec","2016S0504437","Both sexes","All ages","Persons","249","units","0","v1060782721","35.1.1","15547","","","","0"
"2022","Cowansville (CA), Quebec","2016S0504437","Both sexes","All ages","Persons","249","units","0","v1060782721","35.1.1","16065","","","","0"
"2018","Victoriaville (CA), Quebec","2016S0504440","Both sexes","All ages","Persons","249","units","0","v1060783051","36.1.1","50172","","","","0"
"2019","Victoriaville (CA), Quebec","2016S0504440","Both sexes","All ages","Persons","249","units","0","v1060783051","36.1.1","50472","","","","0"
"2020","Victoriaville (CA), Quebec","2016S0504440","Both sexes","All ages","Persons","249","units","0","v1060783051","36.1.1","50818","","","","0"
"2021","Victoriaville (CA), Quebec","2016S0504440","Both sexes","All ages","Persons","249","units","0","v1060783051","36.1.1","51137","","","","0"
"2022","Victoriaville (CA), Quebec","2016S0504440","Both sexes","All ages","Persons","249","units","0","v1060783051","36.1.1","51541","","","","0"
"2018","Shawinigan (CA), Quebec","2016S0504444","Both sexes","All ages","Persons","249","units","0","v1060783711","38.1.1","54314","","","","0"
"2019","Shawinigan (CA), Quebec","2016S0504444","Both sexes","All ages","Persons","249","units","0","v1060783711","38.1.1","54477","","","","0"
"2020","Shawinigan (CA), Quebec","2016S0504444","Both sexes","All ages","Persons","249","units","0","v1060783711","38.1.1","54977","","","","0"
"2021","Shawinigan (CA), Quebec","2016S0504444","Both sexes","All ages","Persons","249","units","0","v1060783711","38.1.1","55972","","","","0"
"2022","Shawinigan (CA), Quebec","2016S0504444","Both sexes","All ages","Persons","249","units","0","v1060783711","38.1.1","56876","","","","0"
"2018","Drummondville (CA), Quebec","2016S0504447","Both sexes","All ages","Persons","249","units","0","v1060784041","39.1.1","98817","","","","0"
"2019","Drummondville (CA), Quebec","2016S0504447","Both sexes","All ages","Persons","249","units","0","v1060784041","39.1.1","99750","","","","0"
"2020","Drummondville (CA), Quebec","2016S0504447","Both sexes","All ages","Persons","249","units","0","v1060784041","39.1.1","100821","","","","0"
"2021","Drummondville (CA), Quebec","2016S0504447","Both sexes","All ages","Persons","249","units","0","v1060784041","39.1.1","102526","","","","0"
"2022","Drummondville (CA), Quebec","2016S0504447","Both sexes","All ages","Persons","249","units","0","v1060784041","39.1.1","104076","","","","0"
"2018","Granby (CA), Quebec","2016S0504450","Both sexes","All ages","Persons","249","units","0","v1060784371","40.1.1","87570","","","","0"
"2019","Granby (CA), Quebec","2016S0504450","Both sexes","All ages","Persons","249","units","0","v1060784371","40.1.1","88882","","","","0"
"2020","Granby (CA), Quebec","2016S0504450","Both sexes","All ages","Persons","249","units","0","v1060784371","40.1.1","90525","","","","0"
"2021","Granby (CA), Quebec","2016S0504450","Both sexes","All ages","Persons","249","units","0","v1060784371","40.1.1","92255","","","","0"
"2022","Granby (CA), Quebec","2016S0504450","Both sexes","All ages","Persons","249","units","0","v1060784371","40.1.1","93332","","","","0"
"2018","Saint-Hyacinthe (CA), Quebec","2016S0504452","Both sexes","All ages","Persons","249","units","0","v1060784701","41.1.1","60293","","","","0"
"2019","Saint-Hyacinthe (CA), Quebec","2016S0504452","Both sexes","All ages","Persons","249","units","0","v1060784701","41.1.1","60748","","","","0"
"2020","Saint-Hyacinthe (CA), Quebec","2016S0504452","Both sexes","All ages","Persons","249","units","0","v1060784701","41.1.1","61391","","","","0"
"2021","Saint-Hyacinthe (CA), Quebec","2016S0504452","Both sexes","All ages","Persons","249","units","0","v1060784701","41.1.1","61801","","","","0"
"2022","Saint-Hyacinthe (CA), Quebec","2016S0504452","Both sexes","All ages","Persons","249","units","0","v1060784701","41.1.1","62557","","","","0"
"2018","Sorel-Tracy (CA), Quebec","2016S0504454","Both sexes","All ages","Persons","249","units","0","v1060785031","42.1.1","41614","","","","0"
"2019","Sorel-Tracy (CA), Quebec","2016S0504454","Both sexes","All ages","Persons","249","units","0","v1060785031","42.1.1","41738","","","","0"
"2020","Sorel-Tracy (CA), Quebec","2016S0504454","Both sexes","All ages","Persons","249","units","0","v1060785031","42.1.1","42125","","","","0"
"2021","Sorel-Tracy (CA), Quebec","2016S0504454","Both sexes","All ages","Persons","249","units","0","v1060785031","42.1.1","42565","","","","0"
"2022","Sorel-Tracy (CA), Quebec","2016S0504454","Both sexes","All ages","Persons","249","units","0","v1060785031","42.1.1","43038","","","","0"
"2018","Joliette (CA), Quebec","2016S0504456","Both sexes","All ages","Persons","249","units","0","v1060785361","43.1.1","50741","","","","0"
"2019","Joliette (CA), Quebec","2016S0504456","Both sexes","All ages","Persons","249","units","0","v1060785361","43.1.1","51515","","","","0"
"2020","Joliette (CA), Quebec","2016S0504456","Both sexes","All ages","Persons","249","units","0","v1060785361","43.1.1","52283","","","","0"
"2021","Joliette (CA), Quebec","2016S0504456","Both sexes","All ages","Persons","249","units","0","v1060785361","43.1.1","53259","","","","0"
"2022","Joliette (CA), Quebec","2016S0504456","Both sexes","All ages","Persons","249","units","0","v1060785361","43.1.1","54072","","","","0"
"2018","Salaberry-de-Valleyfield (CA), Quebec","2016S0504465","Both sexes","All ages","Persons","249","units","0","v1060786021","45.1.1","41651","","","","0"
"2019","Salaberry-de-Valleyfield (CA), Quebec","2016S0504465","Both sexes","All ages","Persons","249","units","0","v1060786021","45.1.1","42250","","","","0"
"2020","Salaberry-de-Valleyfield (CA), Quebec","2016S0504465","Both sexes","All ages","Persons","249","units","0","v1060786021","45.1.1","42866","","","","0"
"2021","Salaberry-de-Valleyfield (CA), Quebec","2016S0504465","Both sexes","All ages","Persons","249","units","0","v1060786021","45.1.1","43790","","","","0"
"2022","Salaberry-de-Valleyfield (CA), Quebec","2016S0504465","Both sexes","All ages","Persons","249","units","0","v1060786021","45.1.1","44508","","","","0"
"2018","Lachute (CA), Quebec","2016S0504468","Both sexes","All ages","Persons","249","units","0","v1060786351","46.1.1","13049","","","","0"
"2019","Lachute (CA), Quebec","2016S0504468","Both sexes","All ages","Persons","249","units","0","v1060786351","46.1.1","13283","","","","0"
"2020","Lachute (CA), Quebec","2016S0504468","Both sexes","All ages","Persons","249","units","0","v1060786351","46.1.1","13508","","","","0"
"2021","Lachute (CA), Quebec","2016S0504468","Both sexes","All ages","Persons","249","units","0","v1060786351","46.1.1","13935","","","","0"
"2022","Lachute (CA), Quebec","2016S0504468","Both sexes","All ages","Persons","249","units","0","v1060786351","46.1.1","14537","","","","0"
"2018","Val-d'Or (CA), Quebec","2016S0504480","Both sexes","All ages","Persons","249","units","0","v1060786681","47.1.1","34234","","","","0"
