"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","North Battleford (CA), Saskatchewan","2016S0504735","Both sexes","All ages","Persons","249","units","0","v1060807141","109.1.1","19643","","","","0"
"2020","North Battleford (CA), Saskatchewan","2016S0504735","Both sexes","All ages","Persons","249","units","0","v1060807141","109.1.1","19414","","","","0"
"2021","North Battleford (CA), Saskatchewan","2016S0504735","Both sexes","All ages","Persons","249","units","0","v1060807141","109.1.1","19302","","","","0"
"2022","North Battleford (CA), Saskatchewan","2016S0504735","Both sexes","All ages","Persons","249","units","0","v1060807141","109.1.1","19416","","","","0"
"2018","Prince Albert (CA), Saskatchewan","2016S0504745","Both sexes","All ages","Persons","249","units","0","v1060807471","110.1.1","46109","","","","0"
"2019","Prince Albert (CA), Saskatchewan","2016S0504745","Both sexes","All ages","Persons","249","units","0","v1060807471","110.1.1","46397","","","","0"
"2020","Prince Albert (CA), Saskatchewan","2016S0504745","Both sexes","All ages","Persons","249","units","0","v1060807471","110.1.1","46302","","","","0"
"2021","Prince Albert (CA), Saskatchewan","2016S0504745","Both sexes","All ages","Persons","249","units","0","v1060807471","110.1.1","46107","","","","0"
"2022","Prince Albert (CA), Saskatchewan","2016S0504745","Both sexes","All ages","Persons","249","units","0","v1060807471","110.1.1","46104","","","","0"
"2018","Estevan (CA), Saskatchewan","2016S0504750","Both sexes","All ages","Persons","249","units","0","v1060807801","111.1.1","13757","","","","0"
"2019","Estevan (CA), Saskatchewan","2016S0504750","Both sexes","All ages","Persons","249","units","0","v1060807801","111.1.1","13722","","","","0"
"2020","Estevan (CA), Saskatchewan","2016S0504750","Both sexes","All ages","Persons","249","units","0","v1060807801","111.1.1","13493","","","","0"
"2021","Estevan (CA), Saskatchewan","2016S0504750","Both sexes","All ages","Persons","249","units","0","v1060807801","111.1.1","13289","","","","0"
"2022","Estevan (CA), Saskatchewan","2016S0504750","Both sexes","All ages","Persons","249","units","0","v1060807801","111.1.1","13148","","","","0"
"2018","Weyburn (CA), Saskatchewan","2016S0504755","Both sexes","All ages","Persons","249","units","0","v1060808131","112.1.1","11253","","","","0"
"2019","Weyburn (CA), Saskatchewan","2016S0504755","Both sexes","All ages","Persons","249","units","0","v1060808131","112.1.1","11195","","","","0"
"2020","Weyburn (CA), Saskatchewan","2016S0504755","Both sexes","All ages","Persons","249","units","0","v1060808131","112.1.1","11213","","","","0"
"2021","Weyburn (CA), Saskatchewan","2016S0504755","Both sexes","All ages","Persons","249","units","0","v1060808131","112.1.1","11150","","","","0"
"2022","Weyburn (CA), Saskatchewan","2016S0504755","Both sexes","All ages","Persons","249","units","0","v1060808131","112.1.1","11143","","","","0"
"2018","Lloydminster (CA), Alberta/Saskatchewan","2016S0504840","Both sexes","All ages","Persons","249","units","0","v1060808461","113.1.1","36113","","","","0"
"2019","Lloydminster (CA), Alberta/Saskatchewan","2016S0504840","Both sexes","All ages","Persons","249","units","0","v1060808461","113.1.1","36409","","","","0"
"2020","Lloydminster (CA), Alberta/Saskatchewan","2016S0504840","Both sexes","All ages","Persons","249","units","0","v1060808461","113.1.1","36373","","","","0"
"2021","Lloydminster (CA), Alberta/Saskatchewan","2016S0504840","Both sexes","All ages","Persons","249","units","0","v1060808461","113.1.1","36411","","","","0"
"2022","Lloydminster (CA), Alberta/Saskatchewan","2016S0504840","Both sexes","All ages","Persons","249","units","0","v1060808461","113.1.1","36747","","","","0"
"2018","Lloydminster (CA), Alberta part, Alberta","2016S050648840","Both sexes","All ages","Persons","249","units","0","v1060808791","114.1.1","20247","","","","0"
"2019","Lloydminster (CA), Alberta part, Alberta","2016S050648840","Both sexes","All ages","Persons","249","units","0","v1060808791","114.1.1","20378","","","","0"
"2020","Lloydminster (CA), Alberta part, Alberta","2016S050648840","Both sexes","All ages","Persons","249","units","0","v1060808791","114.1.1","20403","","","","0"
"2021","Lloydminster (CA), Alberta part, Alberta","2016S050648840","Both sexes","All ages","Persons","249","units","0","v1060808791","114.1.1","20295","","","","0"
"2022","Lloydminster (CA), Alberta part, Alberta","2016S050648840","Both sexes","All ages","Persons","249","units","0","v1060808791","114.1.1","20550","","","","0"
"2018","Lloydminster (CA), Saskatchewan part, Saskatchewan","2016S050647840","Both sexes","All ages","Persons","249","units","0","v1060809121","115.1.1","15866","","","","0"
"2019","Lloydminster (CA), Saskatchewan part, Saskatchewan","2016S050647840","Both sexes","All ages","Persons","249","units","0","v1060809121","115.1.1","16031","","","","0"
"2020","Lloydminster (CA), Saskatchewan part, Saskatchewan","2016S050647840","Both sexes","All ages","Persons","249","units","0","v1060809121","115.1.1","15970","","","","0"
"2021","Lloydminster (CA), Saskatchewan part, Saskatchewan","2016S050647840","Both sexes","All ages","Persons","249","units","0","v1060809121","115.1.1","16116","","","","0"
"2022","Lloydminster (CA), Saskatchewan part, Saskatchewan","2016S050647840","Both sexes","All ages","Persons","249","units","0","v1060809121","115.1.1","16197","","","","0"
"2018","Medicine Hat (CA), Alberta","2016S0504805","Both sexes","All ages","Persons","249","units","0","v1060809451","116.1.1","78962","","","","0"
"2019","Medicine Hat (CA), Alberta","2016S0504805","Both sexes","All ages","Persons","249","units","0","v1060809451","116.1.1","79155","","","","0"
"2020","Medicine Hat (CA), Alberta","2016S0504805","Both sexes","All ages","Persons","249","units","0","v1060809451","116.1.1","79322","","","","0"
"2021","Medicine Hat (CA), Alberta","2016S0504805","Both sexes","All ages","Persons","249","units","0","v1060809451","116.1.1","79271","","","","0"
"2022","Medicine Hat (CA), Alberta","2016S0504805","Both sexes","All ages","Persons","249","units","0","v1060809451","116.1.1","80126","","","","0"
"2018","Brooks (CA), Alberta","2016S0504806","Both sexes","All ages","Persons","249","units","0","v1060809781","117.1.1","24880","","","","0"
"2019","Brooks (CA), Alberta","2016S0504806","Both sexes","All ages","Persons","249","units","0","v1060809781","117.1.1","25086","","","","0"
"2020","Brooks (CA), Alberta","2016S0504806","Both sexes","All ages","Persons","249","units","0","v1060809781","117.1.1","25118","","","","0"
"2021","Brooks (CA), Alberta","2016S0504806","Both sexes","All ages","Persons","249","units","0","v1060809781","117.1.1","24734","","","","0"
"2022","Brooks (CA), Alberta","2016S0504806","Both sexes","All ages","Persons","249","units","0","v1060809781","117.1.1","24966","","","","0"
"2018","Okotoks (CA), Alberta","2016S0504820","Both sexes","All ages","Persons","249","units","0","v1060810441","119.1.1","30136","","","","0"
"2019","Okotoks (CA), Alberta","2016S0504820","Both sexes","All ages","Persons","249","units","0","v1060810441","119.1.1","30642","","","","0"
"2020","Okotoks (CA), Alberta","2016S0504820","Both sexes","All ages","Persons","249","units","0","v1060810441","119.1.1","31062","","","","0"
"2021","Okotoks (CA), Alberta","2016S0504820","Both sexes","All ages","Persons","249","units","0","v1060810441","119.1.1","31270","","","","0"
"2022","Okotoks (CA), Alberta","2016S0504820","Both sexes","All ages","Persons","249","units","0","v1060810441","119.1.1","31764","","","","0"
"2018","High River (CA), Alberta","2016S0504821","Both sexes","All ages","Persons","249","units","0","v1060810771","120.1.1","14140","","","","0"
"2019","High River (CA), Alberta","2016S0504821","Both sexes","All ages","Persons","249","units","0","v1060810771","120.1.1","14156","","","","0"
"2020","High River (CA), Alberta","2016S0504821","Both sexes","All ages","Persons","249","units","0","v1060810771","120.1.1","14160","","","","0"
"2021","High River (CA), Alberta","2016S0504821","Both sexes","All ages","Persons","249","units","0","v1060810771","120.1.1","14195","","","","0"
"2022","High River (CA), Alberta","2016S0504821","Both sexes","All ages","Persons","249","units","0","v1060810771","120.1.1","14391","","","","0"
"2018","Strathmore (CA), Alberta","2016S0504826","Both sexes","All ages","Persons","249","units","0","v1060811431","122.1.1","14123","","","","0"
"2019","Strathmore (CA), Alberta","2016S0504826","Both sexes","All ages","Persons","249","units","0","v1060811431","122.1.1","14212","","","","0"
"2020","Strathmore (CA), Alberta","2016S0504826","Both sexes","All ages","Persons","249","units","0","v1060811431","122.1.1","14202","","","","0"
"2021","Strathmore (CA), Alberta","2016S0504826","Both sexes","All ages","Persons","249","units","0","v1060811431","122.1.1","14162","","","","0"
"2022","Strathmore (CA), Alberta","2016S0504826","Both sexes","All ages","Persons","249","units","0","v1060811431","122.1.1","14468","","","","0"
"2018","Canmore (CA), Alberta","2016S0504828","Both sexes","All ages","Persons","249","units","0","v1060811761","123.1.1","15062","","","","0"
"2019","Canmore (CA), Alberta","2016S0504828","Both sexes","All ages","Persons","249","units","0","v1060811761","123.1.1","15368","","","","0"
"2020","Canmore (CA), Alberta","2016S0504828","Both sexes","All ages","Persons","249","units","0","v1060811761","123.1.1","15610","","","","0"
"2021","Canmore (CA), Alberta","2016S0504828","Both sexes","All ages","Persons","249","units","0","v1060811761","123.1.1","15880","","","","0"
"2022","Canmore (CA), Alberta","2016S0504828","Both sexes","All ages","Persons","249","units","0","v1060811761","123.1.1","16347","","","","0"
"2018","Red Deer (CA), Alberta","2016S0504830","Both sexes","All ages","Persons","249","units","0","v1060812091","124.1.1","104314","","","","0"
"2019","Red Deer (CA), Alberta","2016S0504830","Both sexes","All ages","Persons","249","units","0","v1060812091","124.1.1","105110","","","","0"
"2020","Red Deer (CA), Alberta","2016S0504830","Both sexes","All ages","Persons","249","units","0","v1060812091","124.1.1","105500","","","","0"
"2021","Red Deer (CA), Alberta","2016S0504830","Both sexes","All ages","Persons","249","units","0","v1060812091","124.1.1","105604","","","","0"
"2022","Red Deer (CA), Alberta","2016S0504830","Both sexes","All ages","Persons","249","units","0","v1060812091","124.1.1","107073","","","","0"
"2018","Sylvan Lake (CA), Alberta","2016S0504831","Both sexes","All ages","Persons","249","units","0","v1060812421","125.1.1","15752","","","","0"
"2019","Sylvan Lake (CA), Alberta","2016S0504831","Both sexes","All ages","Persons","249","units","0","v1060812421","125.1.1","15874","","","","0"
"2020","Sylvan Lake (CA), Alberta","2016S0504831","Both sexes","All ages","Persons","249","units","0","v1060812421","125.1.1","15860","","","","0"
"2021","Sylvan Lake (CA), Alberta","2016S0504831","Both sexes","All ages","Persons","249","units","0","v1060812421","125.1.1","16029","","","","0"
"2022","Sylvan Lake (CA), Alberta","2016S0504831","Both sexes","All ages","Persons","249","units","0","v1060812421","125.1.1","16477","","","","0"
"2018","Lacombe (CA), Alberta","2016S0504832","Both sexes","All ages","Persons","249","units","0","v1060812751","126.1.1","13254","","","","0"
"2019","Lacombe (CA), Alberta","2016S0504832","Both sexes","All ages","Persons","249","units","0","v1060812751","126.1.1","13300","","","","0"
"2020","Lacombe (CA), Alberta","2016S0504832","Both sexes","All ages","Persons","249","units","0","v1060812751","126.1.1","13141","","","","0"
"2021","Lacombe (CA), Alberta","2016S0504832","Both sexes","All ages","Persons","249","units","0","v1060812751","126.1.1","12940","","","","0"
"2022","Lacombe (CA), Alberta","2016S0504832","Both sexes","All ages","Persons","249","units","0","v1060812751","126.1.1","12956","","","","0"
"2018","Camrose (CA), Alberta","2016S0504833","Both sexes","All ages","Persons","249","units","0","v1060813081","127.1.1","19115","","","","0"
"2019","Camrose (CA), Alberta","2016S0504833","Both sexes","All ages","Persons","249","units","0","v1060813081","127.1.1","19020","","","","0"
"2020","Camrose (CA), Alberta","2016S0504833","Both sexes","All ages","Persons","249","units","0","v1060813081","127.1.1","18851","","","","0"
"2021","Camrose (CA), Alberta","2016S0504833","Both sexes","All ages","Persons","249","units","0","v1060813081","127.1.1","18707","","","","0"
"2022","Camrose (CA), Alberta","2016S0504833","Both sexes","All ages","Persons","249","units","0","v1060813081","127.1.1","18801","","","","0"
"2018","Cold Lake (CA), Alberta","2016S0504845","Both sexes","All ages","Persons","249","units","0","v1060813741","129.1.1","14841","","","","0"
"2019","Cold Lake (CA), Alberta","2016S0504845","Both sexes","All ages","Persons","249","units","0","v1060813741","129.1.1","14525","","","","0"
"2020","Cold Lake (CA), Alberta","2016S0504845","Both sexes","All ages","Persons","249","units","0","v1060813741","129.1.1","14124","","","","0"
"2021","Cold Lake (CA), Alberta","2016S0504845","Both sexes","All ages","Persons","249","units","0","v1060813741","129.1.1","13913","","","","0"
"2022","Cold Lake (CA), Alberta","2016S0504845","Both sexes","All ages","Persons","249","units","0","v1060813741","129.1.1","14108","","","","0"
"2018","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","67403","","","","0"
"2019","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","68281","","","","0"
"2020","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","68605","","","","0"
"2021","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","67967","","","","0"
"2022","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","68350","","","","0"
"2018","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","74408","","","","0"
"2019","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","75363","","","","0"
"2020","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","75912","","","","0"
"2021","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","75667","","","","0"
"2022","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","76649","","","","0"
"2018","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","13146","","","","0"
"2019","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","13097","","","","0"
"2020","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12981","","","","0"
"2021","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12873","","","","0"
"2022","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12935","","","","0"
"2018","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","27550","","","","0"
"2019","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","27900","","","","0"
"2020","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","27927","","","","0"
"2021","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","27930","","","","0"
"2022","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","28052","","","","0"
"2018","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","19412","","","","0"
"2019","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","19646","","","","0"
"2020","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","19901","","","","0"
"2021","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","20071","","","","0"
"2022","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","20254","","","","0"
"2018","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","46020","","","","0"
"2019","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","46501","","","","0"
"2020","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","46956","","","","0"
"2021","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","47176","","","","0"
"2022","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","47449","","","","0"
"2018","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","65033","","","","0"
"2019","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","65920","","","","0"
"2020","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","66950","","","","0"
"2021","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","67694","","","","0"
"2022","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","68961","","","","0"
"2018","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","19078","","","","0"
"2019","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","19350","","","","0"
"2020","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","19487","","","","0"
"2021","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","19699","","","","0"
"2022","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","19997","","","","0"
"2018","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","114056","","","","0"
"2019","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","115683","","","","0"
"2020","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","116851","","","","0"
"2021","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","117137","","","","0"
"2022","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","119408","","","","0"
"2018","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","112437","","","","0"
"2019","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","114539","","","","0"
"2020","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","116968","","","","0"
"2021","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","119221","","","","0"
"2022","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","121802","","","","0"
"2018","Squamish (CA), British Columbia","2016S0504934","Both sexes","All ages","Persons","249","units","0","v1060818361","143.1.1","22126","","","","0"
"2019","Squamish (CA), British Columbia","2016S0504934","Both sexes","All ages","Persons","249","units","0","v1060818361","143.1.1","22839","","","","0"
"2020","Squamish (CA), British Columbia","2016S0504934","Both sexes","All ages","Persons","249","units","0","v1060818361","143.1.1","23583","","","","0"
"2021","Squamish (CA), British Columbia","2016S0504934","Both sexes","All ages","Persons","249","units","0","v1060818361","143.1.1","24246","","","","0"
"2022","Squamish (CA), British Columbia","2016S0504934","Both sexes","All ages","Persons","249","units","0","v1060818361","143.1.1","25179","","","","0"
"2018","Duncan (CA), British Columbia","2016S0504937","Both sexes","All ages","Persons","249","units","0","v1060819021","145.1.1","47630","","","","0"
"2019","Duncan (CA), British Columbia","2016S0504937","Both sexes","All ages","Persons","249","units","0","v1060819021","145.1.1","48148","","","","0"
"2020","Duncan (CA), British Columbia","2016S0504937","Both sexes","All ages","Persons","249","units","0","v1060819021","145.1.1","48501","","","","0"
"2021","Duncan (CA), British Columbia","2016S0504937","Both sexes","All ages","Persons","249","units","0","v1060819021","145.1.1","48891","","","","0"
"2022","Duncan (CA), British Columbia","2016S0504937","Both sexes","All ages","Persons","249","units","0","v1060819021","145.1.1","49500","","","","0"
"2018","Nanaimo (CA), British Columbia","2016S0504938","Both sexes","All ages","Persons","249","units","0","v1060819351","146.1.1","113540","","","","0"
"2019","Nanaimo (CA), British Columbia","2016S0504938","Both sexes","All ages","Persons","249","units","0","v1060819351","146.1.1","115679","","","","0"
"2020","Nanaimo (CA), British Columbia","2016S0504938","Both sexes","All ages","Persons","249","units","0","v1060819351","146.1.1","116748","","","","0"
"2021","Nanaimo (CA), British Columbia","2016S0504938","Both sexes","All ages","Persons","249","units","0","v1060819351","146.1.1","117935","","","","0"
"2022","Nanaimo (CA), British Columbia","2016S0504938","Both sexes","All ages","Persons","249","units","0","v1060819351","146.1.1","120165","","","","0"
"2018","Parksville (CA), British Columbia","2016S0504939","Both sexes","All ages","Persons","249","units","0","v1060819681","147.1.1","30576","","","","0"
"2019","Parksville (CA), British Columbia","2016S0504939","Both sexes","All ages","Persons","249","units","0","v1060819681","147.1.1","30865","","","","0"
"2020","Parksville (CA), British Columbia","2016S0504939","Both sexes","All ages","Persons","249","units","0","v1060819681","147.1.1","31117","","","","0"
"2021","Parksville (CA), British Columbia","2016S0504939","Both sexes","All ages","Persons","249","units","0","v1060819681","147.1.1","31509","","","","0"
"2022","Parksville (CA), British Columbia","2016S0504939","Both sexes","All ages","Persons","249","units","0","v1060819681","147.1.1","31809","","","","0"
"2018","Port Alberni (CA), British Columbia","2016S0504940","Both sexes","All ages","Persons","249","units","0","v1060820011","148.1.1","26532","","","","0"
"2019","Port Alberni (CA), British Columbia","2016S0504940","Both sexes","All ages","Persons","249","units","0","v1060820011","148.1.1","26828","","","","0"
"2020","Port Alberni (CA), British Columbia","2016S0504940","Both sexes","All ages","Persons","249","units","0","v1060820011","148.1.1","27098","","","","0"
"2021","Port Alberni (CA), British Columbia","2016S0504940","Both sexes","All ages","Persons","249","units","0","v1060820011","148.1.1","27425","","","","0"
"2022","Port Alberni (CA), British Columbia","2016S0504940","Both sexes","All ages","Persons","249","units","0","v1060820011","148.1.1","27771","","","","0"
"2018","Courtenay (CA), British Columbia","2016S0504943","Both sexes","All ages","Persons","249","units","0","v1060820341","149.1.1","58376","","","","0"
"2019","Courtenay (CA), British Columbia","2016S0504943","Both sexes","All ages","Persons","249","units","0","v1060820341","149.1.1","59308","","","","0"
"2020","Courtenay (CA), British Columbia","2016S0504943","Both sexes","All ages","Persons","249","units","0","v1060820341","149.1.1","59997","","","","0"
"2021","Courtenay (CA), British Columbia","2016S0504943","Both sexes","All ages","Persons","249","units","0","v1060820341","149.1.1","60848","","","","0"
"2022","Courtenay (CA), British Columbia","2016S0504943","Both sexes","All ages","Persons","249","units","0","v1060820341","149.1.1","61865","","","","0"
"2018","Campbell River (CA), British Columbia","2016S0504944","Both sexes","All ages","Persons","249","units","0","v1060820671","150.1.1","40985","","","","0"
"2019","Campbell River (CA), British Columbia","2016S0504944","Both sexes","All ages","Persons","249","units","0","v1060820671","150.1.1","41611","","","","0"
"2020","Campbell River (CA), British Columbia","2016S0504944","Both sexes","All ages","Persons","249","units","0","v1060820671","150.1.1","42178","","","","0"
"2021","Campbell River (CA), British Columbia","2016S0504944","Both sexes","All ages","Persons","249","units","0","v1060820671","150.1.1","42770","","","","0"
"2022","Campbell River (CA), British Columbia","2016S0504944","Both sexes","All ages","Persons","249","units","0","v1060820671","150.1.1","43529","","","","0"
"2018","Powell River (CA), British Columbia","2016S0504945","Both sexes","All ages","Persons","249","units","0","v1060821001","151.1.1","17537","","","","0"
"2019","Powell River (CA), British Columbia","2016S0504945","Both sexes","All ages","Persons","249","units","0","v1060821001","151.1.1","17556","","","","0"
"2020","Powell River (CA), British Columbia","2016S0504945","Both sexes","All ages","Persons","249","units","0","v1060821001","151.1.1","17668","","","","0"
"2021","Powell River (CA), British Columbia","2016S0504945","Both sexes","All ages","Persons","249","units","0","v1060821001","151.1.1","17773","","","","0"
"2022","Powell River (CA), British Columbia","2016S0504945","Both sexes","All ages","Persons","249","units","0","v1060821001","151.1.1","17931","","","","0"
"2018","Williams Lake (CA), British Columbia","2016S0504950","Both sexes","All ages","Persons","249","units","0","v1060821331","152.1.1","19211","","","","0"
"2019","Williams Lake (CA), British Columbia","2016S0504950","Both sexes","All ages","Persons","249","units","0","v1060821331","152.1.1","19313","","","","0"
"2020","Williams Lake (CA), British Columbia","2016S0504950","Both sexes","All ages","Persons","249","units","0","v1060821331","152.1.1","19398","","","","0"
"2021","Williams Lake (CA), British Columbia","2016S0504950","Both sexes","All ages","Persons","249","units","0","v1060821331","152.1.1","19459","","","","0"
"2022","Williams Lake (CA), British Columbia","2016S0504950","Both sexes","All ages","Persons","249","units","0","v1060821331","152.1.1","19596","","","","0"
"2018","Quesnel (CA), British Columbia","2016S0504952","Both sexes","All ages","Persons","249","units","0","v1060821661","153.1.1","24351","","","","0"
"2019","Quesnel (CA), British Columbia","2016S0504952","Both sexes","All ages","Persons","249","units","0","v1060821661","153.1.1","24413","","","","0"
"2020","Quesnel (CA), British Columbia","2016S0504952","Both sexes","All ages","Persons","249","units","0","v1060821661","153.1.1","24297","","","","0"
"2021","Quesnel (CA), British Columbia","2016S0504952","Both sexes","All ages","Persons","249","units","0","v1060821661","153.1.1","24249","","","","0"
"2022","Quesnel (CA), British Columbia","2016S0504952","Both sexes","All ages","Persons","249","units","0","v1060821661","153.1.1","24115","","","","0"
"2018","Prince Rupert (CA), British Columbia","2016S0504955","Both sexes","All ages","Persons","249","units","0","v1060821991","154.1.1","13412","","","","0"
"2019","Prince Rupert (CA), British Columbia","2016S0504955","Both sexes","All ages","Persons","249","units","0","v1060821991","154.1.1","13502","","","","0"
"2020","Prince Rupert (CA), British Columbia","2016S0504955","Both sexes","All ages","Persons","249","units","0","v1060821991","154.1.1","13593","","","","0"
"2021","Prince Rupert (CA), British Columbia","2016S0504955","Both sexes","All ages","Persons","249","units","0","v1060821991","154.1.1","13761","","","","0"
"2022","Prince Rupert (CA), British Columbia","2016S0504955","Both sexes","All ages","Persons","249","units","0","v1060821991","154.1.1","13828","","","","0"
"2018","Terrace (CA), British Columbia","2016S0504965","Both sexes","All ages","Persons","249","units","0","v1060822321","155.1.1","16656","","","","0"
"2019","Terrace (CA), British Columbia","2016S0504965","Both sexes","All ages","Persons","249","units","0","v1060822321","155.1.1","16945","","","","0"
"2020","Terrace (CA), British Columbia","2016S0504965","Both sexes","All ages","Persons","249","units","0","v1060822321","155.1.1","17294","","","","0"
"2021","Terrace (CA), British Columbia","2016S0504965","Both sexes","All ages","Persons","249","units","0","v1060822321","155.1.1","17385","","","","0"
"2022","Terrace (CA), British Columbia","2016S0504965","Both sexes","All ages","Persons","249","units","0","v1060822321","155.1.1","17682","","","","0"
"2018","Prince George (CA), British Columbia","2016S0504970","Both sexes","All ages","Persons","249","units","0","v1060822651","156.1.1","93706","","","","0"
"2019","Prince George (CA), British Columbia","2016S0504970","Both sexes","All ages","Persons","249","units","0","v1060822651","156.1.1","94984","","","","0"
"2020","Prince George (CA), British Columbia","2016S0504970","Both sexes","All ages","Persons","249","units","0","v1060822651","156.1.1","96045","","","","0"
"2021","Prince George (CA), British Columbia","2016S0504970","Both sexes","All ages","Persons","249","units","0","v1060822651","156.1.1","95947","","","","0"
"2022","Prince George (CA), British Columbia","2016S0504970","Both sexes","All ages","Persons","249","units","0","v1060822651","156.1.1","96207","","","","0"
"2018","Dawson Creek (CA), British Columbia","2016S0504975","Both sexes","All ages","Persons","249","units","0","v1060822981","157.1.1","13211","","","","0"
