"REF_DATE","GEO","DGUID","Components of population growth","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019/2020","Estevan (CA), Saskatchewan","2021S0504750","Deaths","Total - gender","All ages","Persons","249","units","0","v1590390249","125.2.1.1","111","","","","0"
"2020/2021","Estevan (CA), Saskatchewan","2021S0504750","Deaths","Total - gender","All ages","Persons","249","units","0","v1590390249","125.2.1.1","86","","","","0"
"2021/2022","Estevan (CA), Saskatchewan","2021S0504750","Deaths","Total - gender","All ages","Persons","249","units","0","v1590390249","125.2.1.1","104","","","","0"
"2022/2023","Estevan (CA), Saskatchewan","2021S0504750","Deaths","Total - gender","All ages","Persons","249","units","0","v1590390249","125.2.1.1","130","","","","0"
"2023/2024","Estevan (CA), Saskatchewan","2021S0504750","Deaths","Total - gender","All ages","Persons","249","units","0","v1590390249","125.2.1.1","133","","","","0"
"2024/2025","Estevan (CA), Saskatchewan","2021S0504750","Deaths","Total - gender","All ages","Persons","249","units","0","v1590390249","125.2.1.1","132","","","","0"
"2015/2016","Estevan (CA), Saskatchewan","2021S0504750","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590390591","125.3.1.1","423","","","","0"
"2016/2017","Estevan (CA), Saskatchewan","2021S0504750","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590390591","125.3.1.1","179","","","","0"
"2017/2018","Estevan (CA), Saskatchewan","2021S0504750","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590390591","125.3.1.1","106","","","","0"
"2018/2019","Estevan (CA), Saskatchewan","2021S0504750","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590390591","125.3.1.1","135","","","","0"
"2019/2020","Estevan (CA), Saskatchewan","2021S0504750","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590390591","125.3.1.1","98","","","","0"
"2020/2021","Estevan (CA), Saskatchewan","2021S0504750","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590390591","125.3.1.1","26","","","","0"
"2021/2022","Estevan (CA), Saskatchewan","2021S0504750","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590390591","125.3.1.1","81","","","","0"
"2022/2023","Estevan (CA), Saskatchewan","2021S0504750","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590390591","125.3.1.1","120","","","","0"
"2023/2024","Estevan (CA), Saskatchewan","2021S0504750","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590390591","125.3.1.1","169","","","","0"
"2024/2025","Estevan (CA), Saskatchewan","2021S0504750","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590390591","125.3.1.1","129","","","","0"
"2015/2016","Estevan (CA), Saskatchewan","2021S0504750","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590390933","125.4.1.1","-3","","","","0"
"2016/2017","Estevan (CA), Saskatchewan","2021S0504750","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590390933","125.4.1.1","-5","","","","0"
"2017/2018","Estevan (CA), Saskatchewan","2021S0504750","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590390933","125.4.1.1","-6","","","","0"
"2018/2019","Estevan (CA), Saskatchewan","2021S0504750","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590390933","125.4.1.1","0","","","","0"
"2019/2020","Estevan (CA), Saskatchewan","2021S0504750","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590390933","125.4.1.1","31","","","","0"
"2020/2021","Estevan (CA), Saskatchewan","2021S0504750","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590390933","125.4.1.1","19","","","","0"
"2021/2022","Estevan (CA), Saskatchewan","2021S0504750","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590390933","125.4.1.1","-5","","","","0"
"2022/2023","Estevan (CA), Saskatchewan","2021S0504750","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590390933","125.4.1.1","17","","","","0"
"2023/2024","Estevan (CA), Saskatchewan","2021S0504750","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590390933","125.4.1.1","24","","","","0"
"2024/2025","Estevan (CA), Saskatchewan","2021S0504750","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590390933","125.4.1.1","25","","","","0"
"2015/2016","Estevan (CA), Saskatchewan","2021S0504750","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590391275","125.5.1.1","0","","","","0"
"2016/2017","Estevan (CA), Saskatchewan","2021S0504750","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590391275","125.5.1.1","4","","","","0"
"2017/2018","Estevan (CA), Saskatchewan","2021S0504750","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590391275","125.5.1.1","4","","","","0"
"2018/2019","Estevan (CA), Saskatchewan","2021S0504750","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590391275","125.5.1.1","4","","","","0"
"2019/2020","Estevan (CA), Saskatchewan","2021S0504750","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590391275","125.5.1.1","38","","","","0"
"2020/2021","Estevan (CA), Saskatchewan","2021S0504750","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590391275","125.5.1.1","23","","","","0"
"2021/2022","Estevan (CA), Saskatchewan","2021S0504750","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590391275","125.5.1.1","1","","","","0"
"2022/2023","Estevan (CA), Saskatchewan","2021S0504750","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590391275","125.5.1.1","32","","","","0"
"2023/2024","Estevan (CA), Saskatchewan","2021S0504750","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590391275","125.5.1.1","29","","","","0"
"2024/2025","Estevan (CA), Saskatchewan","2021S0504750","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590391275","125.5.1.1","30","","","","0"
"2015/2016","Estevan (CA), Saskatchewan","2021S0504750","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590391617","125.6.1.1","3","","","","0"
"2016/2017","Estevan (CA), Saskatchewan","2021S0504750","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590391617","125.6.1.1","9","","","","0"
"2017/2018","Estevan (CA), Saskatchewan","2021S0504750","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590391617","125.6.1.1","10","","","","0"
"2018/2019","Estevan (CA), Saskatchewan","2021S0504750","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590391617","125.6.1.1","4","","","","0"
"2019/2020","Estevan (CA), Saskatchewan","2021S0504750","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590391617","125.6.1.1","7","","","","0"
"2020/2021","Estevan (CA), Saskatchewan","2021S0504750","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590391617","125.6.1.1","4","","","","0"
"2021/2022","Estevan (CA), Saskatchewan","2021S0504750","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590391617","125.6.1.1","6","","","","0"
"2022/2023","Estevan (CA), Saskatchewan","2021S0504750","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590391617","125.6.1.1","15","","","","0"
"2023/2024","Estevan (CA), Saskatchewan","2021S0504750","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590391617","125.6.1.1","5","","","","0"
"2024/2025","Estevan (CA), Saskatchewan","2021S0504750","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590391617","125.6.1.1","5","","","","0"
"2015/2016","Estevan (CA), Saskatchewan","2021S0504750","Net temporary emigration","Total - gender","All ages","Persons","249","units","0","v1590391959","125.7.1.1","0","","","","0"
"2015/2016","Estevan (CA), Saskatchewan","2021S0504750","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392301","125.8.1.1","-234","","","","0"
"2016/2017","Estevan (CA), Saskatchewan","2021S0504750","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392301","125.8.1.1","-183","","","","0"
"2017/2018","Estevan (CA), Saskatchewan","2021S0504750","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392301","125.8.1.1","-164","","","","0"
"2018/2019","Estevan (CA), Saskatchewan","2021S0504750","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392301","125.8.1.1","-106","","","","0"
"2019/2020","Estevan (CA), Saskatchewan","2021S0504750","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392301","125.8.1.1","-181","","","","0"
"2020/2021","Estevan (CA), Saskatchewan","2021S0504750","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392301","125.8.1.1","-210","","","","0"
"2021/2022","Estevan (CA), Saskatchewan","2021S0504750","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392301","125.8.1.1","-151","","","","0"
"2022/2023","Estevan (CA), Saskatchewan","2021S0504750","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392301","125.8.1.1","-65","","","","0"
"2023/2024","Estevan (CA), Saskatchewan","2021S0504750","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392301","125.8.1.1","-14","","","","0"
"2024/2025","Estevan (CA), Saskatchewan","2021S0504750","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392301","125.8.1.1","-34","","","","0"
"2015/2016","Estevan (CA), Saskatchewan","2021S0504750","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392643","125.9.1.1","-221","","","","0"
"2016/2017","Estevan (CA), Saskatchewan","2021S0504750","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392643","125.9.1.1","-205","","","","0"
"2017/2018","Estevan (CA), Saskatchewan","2021S0504750","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392643","125.9.1.1","-59","","","","0"
"2018/2019","Estevan (CA), Saskatchewan","2021S0504750","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392643","125.9.1.1","-119","","","","0"
"2019/2020","Estevan (CA), Saskatchewan","2021S0504750","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392643","125.9.1.1","-137","","","","0"
"2020/2021","Estevan (CA), Saskatchewan","2021S0504750","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392643","125.9.1.1","-60","","","","0"
"2021/2022","Estevan (CA), Saskatchewan","2021S0504750","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392643","125.9.1.1","-154","","","","0"
"2022/2023","Estevan (CA), Saskatchewan","2021S0504750","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392643","125.9.1.1","-23","","","","0"
"2023/2024","Estevan (CA), Saskatchewan","2021S0504750","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392643","125.9.1.1","-1","","","","0"
"2024/2025","Estevan (CA), Saskatchewan","2021S0504750","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590392643","125.9.1.1","-41","","","","0"
"2015/2016","Estevan (CA), Saskatchewan","2021S0504750","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590392985","125.10.1.1","-104","","","","0"
"2016/2017","Estevan (CA), Saskatchewan","2021S0504750","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590392985","125.10.1.1","-39","","","","0"
"2017/2018","Estevan (CA), Saskatchewan","2021S0504750","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590392985","125.10.1.1","-38","","","","0"
"2018/2019","Estevan (CA), Saskatchewan","2021S0504750","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590392985","125.10.1.1","10","","","","0"
"2019/2020","Estevan (CA), Saskatchewan","2021S0504750","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590392985","125.10.1.1","-18","","","","0"
"2020/2021","Estevan (CA), Saskatchewan","2021S0504750","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590392985","125.10.1.1","16","","","","0"
"2021/2022","Estevan (CA), Saskatchewan","2021S0504750","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590392985","125.10.1.1","-11","","","","0"
"2022/2023","Estevan (CA), Saskatchewan","2021S0504750","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590392985","125.10.1.1","62","","","","0"
"2023/2024","Estevan (CA), Saskatchewan","2021S0504750","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590392985","125.10.1.1","57","","","","0"
"2024/2025","Estevan (CA), Saskatchewan","2021S0504750","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590392985","125.10.1.1","14","","","","0"
