"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869752","169.1.1","286453","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869752","169.1.1","286563","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869752","169.1.1","287844","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869752","169.1.1","288715","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869752","169.1.1","290590","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869752","169.1.1","295025","","","","0"
"2023","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869752","169.1.1","297994","","","","0"
"2024","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869752","169.1.1","301573","","","","0"
"2025","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869752","169.1.1","302766","","","","0"
"2015","Area outside census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589882172","170.1.1","1500131","","","","0"
"2016","Area outside census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589882172","170.1.1","1502958","","","","0"
"2017","Area outside census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589882172","170.1.1","1507332","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589882172","170.1.1","1514250","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589882172","170.1.1","1520763","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589882172","170.1.1","1535803","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589882172","170.1.1","1561639","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589882172","170.1.1","1582774","","","","0"
"2023","Area outside census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589882172","170.1.1","1600121","","","","0"
"2024","Area outside census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589882172","170.1.1","1616440","","","","0"
"2025","Area outside census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589882172","170.1.1","1630527","","","","0"
"2015","Area outside census metropolitan areas and census agglomerations, Ontario","","Total - gender","All ages","Persons","249","units","0","v1589898387","171.1.1","1392493","","","","0"
"2016","Area outside census metropolitan areas and census agglomerations, Ontario","","Total - gender","All ages","Persons","249","units","0","v1589898387","171.1.1","1401691","","","","0"
"2017","Area outside census metropolitan areas and census agglomerations, Ontario","","Total - gender","All ages","Persons","249","units","0","v1589898387","171.1.1","1412097","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Ontario","","Total - gender","All ages","Persons","249","units","0","v1589898387","171.1.1","1430501","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Ontario","","Total - gender","All ages","Persons","249","units","0","v1589898387","171.1.1","1448821","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Ontario","","Total - gender","All ages","Persons","249","units","0","v1589898387","171.1.1","1466061","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Ontario","","Total - gender","All ages","Persons","249","units","0","v1589898387","171.1.1","1489276","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Ontario","","Total - gender","All ages","Persons","249","units","0","v1589898387","171.1.1","1512843","","","","0"
"2023","Area outside census metropolitan areas and census agglomerations, Ontario","","Total - gender","All ages","Persons","249","units","0","v1589898387","171.1.1","1525515","","","","0"
"2024","Area outside census metropolitan areas and census agglomerations, Ontario","","Total - gender","All ages","Persons","249","units","0","v1589898387","171.1.1","1537434","","","","0"
"2025","Area outside census metropolitan areas and census agglomerations, Ontario","","Total - gender","All ages","Persons","249","units","0","v1589898387","171.1.1","1549650","","","","0"
"2015","Area outside census metropolitan areas and census agglomerations, Manitoba","","Total - gender","All ages","Persons","249","units","0","v1589901837","172.1.1","376214","","","","0"
"2016","Area outside census metropolitan areas and census agglomerations, Manitoba","","Total - gender","All ages","Persons","249","units","0","v1589901837","172.1.1","379444","","","","0"
"2017","Area outside census metropolitan areas and census agglomerations, Manitoba","","Total - gender","All ages","Persons","249","units","0","v1589901837","172.1.1","382723","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Manitoba","","Total - gender","All ages","Persons","249","units","0","v1589901837","172.1.1","385958","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Manitoba","","Total - gender","All ages","Persons","249","units","0","v1589901837","172.1.1","390121","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Manitoba","","Total - gender","All ages","Persons","249","units","0","v1589901837","172.1.1","393288","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Manitoba","","Total - gender","All ages","Persons","249","units","0","v1589901837","172.1.1","396616","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Manitoba","","Total - gender","All ages","Persons","249","units","0","v1589901837","172.1.1","399336","","","","0"
"2023","Area outside census metropolitan areas and census agglomerations, Manitoba","","Total - gender","All ages","Persons","249","units","0","v1589901837","172.1.1","402465","","","","0"
"2024","Area outside census metropolitan areas and census agglomerations, Manitoba","","Total - gender","All ages","Persons","249","units","0","v1589901837","172.1.1","406893","","","","0"
"2025","Area outside census metropolitan areas and census agglomerations, Manitoba","","Total - gender","All ages","Persons","249","units","0","v1589901837","172.1.1","410435","","","","0"
"2015","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Total - gender","All ages","Persons","249","units","0","v1589906667","173.1.1","397660","","","","0"
"2016","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Total - gender","All ages","Persons","249","units","0","v1589906667","173.1.1","397240","","","","0"
"2017","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Total - gender","All ages","Persons","249","units","0","v1589906667","173.1.1","397570","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Total - gender","All ages","Persons","249","units","0","v1589906667","173.1.1","397227","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Total - gender","All ages","Persons","249","units","0","v1589906667","173.1.1","397103","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Total - gender","All ages","Persons","249","units","0","v1589906667","173.1.1","396475","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Total - gender","All ages","Persons","249","units","0","v1589906667","173.1.1","396526","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Total - gender","All ages","Persons","249","units","0","v1589906667","173.1.1","396553","","","","0"
"2023","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Total - gender","All ages","Persons","249","units","0","v1589906667","173.1.1","398276","","","","0"
"2024","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Total - gender","All ages","Persons","249","units","0","v1589906667","173.1.1","401527","","","","0"
"2025","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Total - gender","All ages","Persons","249","units","0","v1589906667","173.1.1","403714","","","","0"
"2015","Area outside census metropolitan areas and census agglomerations, Alberta","","Total - gender","All ages","Persons","249","units","0","v1589913912","174.1.1","781606","","","","0"
"2016","Area outside census metropolitan areas and census agglomerations, Alberta","","Total - gender","All ages","Persons","249","units","0","v1589913912","174.1.1","781890","","","","0"
"2017","Area outside census metropolitan areas and census agglomerations, Alberta","","Total - gender","All ages","Persons","249","units","0","v1589913912","174.1.1","783459","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Alberta","","Total - gender","All ages","Persons","249","units","0","v1589913912","174.1.1","785394","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Alberta","","Total - gender","All ages","Persons","249","units","0","v1589913912","174.1.1","787601","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Alberta","","Total - gender","All ages","Persons","249","units","0","v1589913912","174.1.1","787605","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Alberta","","Total - gender","All ages","Persons","249","units","0","v1589913912","174.1.1","787104","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Alberta","","Total - gender","All ages","Persons","249","units","0","v1589913912","174.1.1","788635","","","","0"
"2023","Area outside census metropolitan areas and census agglomerations, Alberta","","Total - gender","All ages","Persons","249","units","0","v1589913912","174.1.1","796658","","","","0"
"2024","Area outside census metropolitan areas and census agglomerations, Alberta","","Total - gender","All ages","Persons","249","units","0","v1589913912","174.1.1","811705","","","","0"
"2025","Area outside census metropolitan areas and census agglomerations, Alberta","","Total - gender","All ages","Persons","249","units","0","v1589913912","174.1.1","818430","","","","0"
"2015","Area outside census metropolitan areas and census agglomerations, British Columbia","","Total - gender","All ages","Persons","249","units","0","v1589924952","175.1.1","502347","","","","0"
"2016","Area outside census metropolitan areas and census agglomerations, British Columbia","","Total - gender","All ages","Persons","249","units","0","v1589924952","175.1.1","511406","","","","0"
"2017","Area outside census metropolitan areas and census agglomerations, British Columbia","","Total - gender","All ages","Persons","249","units","0","v1589924952","175.1.1","518133","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, British Columbia","","Total - gender","All ages","Persons","249","units","0","v1589924952","175.1.1","525546","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, British Columbia","","Total - gender","All ages","Persons","249","units","0","v1589924952","175.1.1","531904","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, British Columbia","","Total - gender","All ages","Persons","249","units","0","v1589924952","175.1.1","536639","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, British Columbia","","Total - gender","All ages","Persons","249","units","0","v1589924952","175.1.1","542869","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, British Columbia","","Total - gender","All ages","Persons","249","units","0","v1589924952","175.1.1","549454","","","","0"
"2023","Area outside census metropolitan areas and census agglomerations, British Columbia","","Total - gender","All ages","Persons","249","units","0","v1589924952","175.1.1","555227","","","","0"
"2024","Area outside census metropolitan areas and census agglomerations, British Columbia","","Total - gender","All ages","Persons","249","units","0","v1589924952","175.1.1","559629","","","","0"
"2025","Area outside census metropolitan areas and census agglomerations, British Columbia","","Total - gender","All ages","Persons","249","units","0","v1589924952","175.1.1","561619","","","","0"
"2015","Area outside census metropolitan areas and census agglomerations, Yukon","","Total - gender","All ages","Persons","249","units","0","v1589926332","176.1.1","8069","","","","0"
"2016","Area outside census metropolitan areas and census agglomerations, Yukon","","Total - gender","All ages","Persons","249","units","0","v1589926332","176.1.1","8179","","","","0"
"2017","Area outside census metropolitan areas and census agglomerations, Yukon","","Total - gender","All ages","Persons","249","units","0","v1589926332","176.1.1","8410","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Yukon","","Total - gender","All ages","Persons","249","units","0","v1589926332","176.1.1","8568","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Yukon","","Total - gender","All ages","Persons","249","units","0","v1589926332","176.1.1","8689","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Yukon","","Total - gender","All ages","Persons","249","units","0","v1589926332","176.1.1","8626","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Yukon","","Total - gender","All ages","Persons","249","units","0","v1589926332","176.1.1","8728","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Yukon","","Total - gender","All ages","Persons","249","units","0","v1589926332","176.1.1","8656","","","","0"
"2023","Area outside census metropolitan areas and census agglomerations, Yukon","","Total - gender","All ages","Persons","249","units","0","v1589926332","176.1.1","8717","","","","0"
"2024","Area outside census metropolitan areas and census agglomerations, Yukon","","Total - gender","All ages","Persons","249","units","0","v1589926332","176.1.1","8772","","","","0"
"2025","Area outside census metropolitan areas and census agglomerations, Yukon","","Total - gender","All ages","Persons","249","units","0","v1589926332","176.1.1","8694","","","","0"
"2015","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Total - gender","All ages","Persons","249","units","0","v1589927712","177.1.1","23605","","","","0"
"2016","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Total - gender","All ages","Persons","249","units","0","v1589927712","177.1.1","23665","","","","0"
"2017","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Total - gender","All ages","Persons","249","units","0","v1589927712","177.1.1","23487","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Total - gender","All ages","Persons","249","units","0","v1589927712","177.1.1","23250","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Total - gender","All ages","Persons","249","units","0","v1589927712","177.1.1","22951","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Total - gender","All ages","Persons","249","units","0","v1589927712","177.1.1","22846","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Total - gender","All ages","Persons","249","units","0","v1589927712","177.1.1","22675","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Total - gender","All ages","Persons","249","units","0","v1589927712","177.1.1","22466","","","","0"
"2023","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Total - gender","All ages","Persons","249","units","0","v1589927712","177.1.1","22193","","","","0"
"2024","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Total - gender","All ages","Persons","249","units","0","v1589927712","177.1.1","22107","","","","0"
"2025","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Total - gender","All ages","Persons","249","units","0","v1589927712","177.1.1","22124","","","","0"
"2015","Area outside census metropolitan areas and census agglomerations, Nunavut","","Total - gender","All ages","Persons","249","units","0","v1589928057","178.1.1","36490","","","","0"
"2016","Area outside census metropolitan areas and census agglomerations, Nunavut","","Total - gender","All ages","Persons","249","units","0","v1589928057","178.1.1","36979","","","","0"
"2017","Area outside census metropolitan areas and census agglomerations, Nunavut","","Total - gender","All ages","Persons","249","units","0","v1589928057","178.1.1","37656","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Nunavut","","Total - gender","All ages","Persons","249","units","0","v1589928057","178.1.1","38322","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Nunavut","","Total - gender","All ages","Persons","249","units","0","v1589928057","178.1.1","38839","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Nunavut","","Total - gender","All ages","Persons","249","units","0","v1589928057","178.1.1","39479","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Nunavut","","Total - gender","All ages","Persons","249","units","0","v1589928057","178.1.1","40086","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Nunavut","","Total - gender","All ages","Persons","249","units","0","v1589928057","178.1.1","40603","","","","0"
"2023","Area outside census metropolitan areas and census agglomerations, Nunavut","","Total - gender","All ages","Persons","249","units","0","v1589928057","178.1.1","40916","","","","0"
"2024","Area outside census metropolitan areas and census agglomerations, Nunavut","","Total - gender","All ages","Persons","249","units","0","v1589928057","178.1.1","41410","","","","0"
"2025","Area outside census metropolitan areas and census agglomerations, Nunavut","","Total - gender","All ages","Persons","249","units","0","v1589928057","178.1.1","41830","","","","0"
"2015","All census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860092","179.1.1","270885","","","","0"
"2016","All census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860092","179.1.1","272951","","","","0"
"2017","All census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860092","179.1.1","274739","","","","0"
"2018","All census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860092","179.1.1","275492","","","","0"
"2019","All census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860092","179.1.1","276749","","","","0"
"2020","All census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860092","179.1.1","278005","","","","0"
"2021","All census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860092","179.1.1","278990","","","","0"
"2022","All census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860092","179.1.1","283896","","","","0"
"2023","All census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860092","179.1.1","292127","","","","0"
"2024","All census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860092","179.1.1","300589","","","","0"
"2025","All census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860092","179.1.1","304296","","","","0"
"2015","All census metropolitan areas, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860437","180.1.1","211992","","","","0"
"2016","All census metropolitan areas, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860437","180.1.1","213775","","","","0"
"2017","All census metropolitan areas, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860437","180.1.1","215534","","","","0"
"2018","All census metropolitan areas, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860437","180.1.1","216404","","","","0"
"2019","All census metropolitan areas, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860437","180.1.1","217821","","","","0"
"2020","All census metropolitan areas, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860437","180.1.1","219282","","","","0"
"2021","All census metropolitan areas, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860437","180.1.1","220052","","","","0"
"2022","All census metropolitan areas, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860437","180.1.1","224707","","","","0"
"2023","All census metropolitan areas, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860437","180.1.1","232536","","","","0"
"2024","All census metropolitan areas, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860437","180.1.1","240428","","","","0"
"2025","All census metropolitan areas, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860437","180.1.1","243478","","","","0"
"2015","All census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860782","181.1.1","58893","","","","0"
"2016","All census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860782","181.1.1","59176","","","","0"
"2017","All census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860782","181.1.1","59205","","","","0"
"2018","All census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860782","181.1.1","59088","","","","0"
"2019","All census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860782","181.1.1","58928","","","","0"
"2020","All census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860782","181.1.1","58723","","","","0"
"2021","All census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860782","181.1.1","58938","","","","0"
"2022","All census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860782","181.1.1","59189","","","","0"
"2023","All census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860782","181.1.1","59591","","","","0"
"2024","All census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860782","181.1.1","60161","","","","0"
"2025","All census agglomerations, Newfoundland and Labrador","","Total - gender","All ages","Persons","249","units","0","v1589860782","181.1.1","60818","","","","0"
"2015","All census metropolitan areas and census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862162","182.1.1","89215","","","","0"
"2016","All census metropolitan areas and census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862162","182.1.1","91347","","","","0"
"2017","All census metropolitan areas and census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862162","182.1.1","93803","","","","0"
"2018","All census metropolitan areas and census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862162","182.1.1","95798","","","","0"
"2019","All census metropolitan areas and census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862162","182.1.1","98256","","","","0"
"2020","All census metropolitan areas and census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862162","182.1.1","100421","","","","0"
"2021","All census metropolitan areas and census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862162","182.1.1","102155","","","","0"
"2022","All census metropolitan areas and census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862162","182.1.1","105739","","","","0"
"2023","All census metropolitan areas and census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862162","182.1.1","110566","","","","0"
"2024","All census metropolitan areas and census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862162","182.1.1","115525","","","","0"
"2025","All census metropolitan areas and census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862162","182.1.1","117533","","","","0"
"2015","All census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862507","183.1.1","89215","","","","0"
"2016","All census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862507","183.1.1","91347","","","","0"
"2017","All census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862507","183.1.1","93803","","","","0"
"2018","All census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862507","183.1.1","95798","","","","0"
"2019","All census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862507","183.1.1","98256","","","","0"
"2020","All census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862507","183.1.1","100421","","","","0"
"2021","All census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862507","183.1.1","102155","","","","0"
"2022","All census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862507","183.1.1","105739","","","","0"
"2023","All census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862507","183.1.1","110566","","","","0"
"2024","All census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862507","183.1.1","115525","","","","0"
"2025","All census agglomerations, Prince Edward Island","","Total - gender","All ages","Persons","249","units","0","v1589862507","183.1.1","117533","","","","0"
"2015","All census metropolitan areas and census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589864922","184.1.1","641254","","","","0"
"2016","All census metropolitan areas and census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589864922","184.1.1","646571","","","","0"
"2017","All census metropolitan areas and census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589864922","184.1.1","653817","","","","0"
"2018","All census metropolitan areas and census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589864922","184.1.1","662433","","","","0"
"2019","All census metropolitan areas and census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589864922","184.1.1","674530","","","","0"
"2020","All census metropolitan areas and census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589864922","184.1.1","685941","","","","0"
"2021","All census metropolitan areas and census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589864922","184.1.1","694096","","","","0"
"2022","All census metropolitan areas and census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589864922","184.1.1","713836","","","","0"
"2023","All census metropolitan areas and census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589864922","184.1.1","738632","","","","0"
"2024","All census metropolitan areas and census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589864922","184.1.1","764876","","","","0"
"2025","All census metropolitan areas and census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589864922","184.1.1","774125","","","","0"
"2015","All census metropolitan areas, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865267","185.1.1","432541","","","","0"
"2016","All census metropolitan areas, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865267","185.1.1","438022","","","","0"
"2017","All census metropolitan areas, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865267","185.1.1","445326","","","","0"
"2018","All census metropolitan areas, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865267","185.1.1","453010","","","","0"
"2019","All census metropolitan areas, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865267","185.1.1","462737","","","","0"
"2020","All census metropolitan areas, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865267","185.1.1","473565","","","","0"
"2021","All census metropolitan areas, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865267","185.1.1","482144","","","","0"
"2022","All census metropolitan areas, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865267","185.1.1","498222","","","","0"
"2023","All census metropolitan areas, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865267","185.1.1","515453","","","","0"
"2024","All census metropolitan areas, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865267","185.1.1","536372","","","","0"
"2025","All census metropolitan areas, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865267","185.1.1","544834","","","","0"
"2015","All census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865612","186.1.1","208713","","","","0"
"2016","All census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865612","186.1.1","208549","","","","0"
"2017","All census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865612","186.1.1","208491","","","","0"
"2018","All census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865612","186.1.1","209423","","","","0"
"2019","All census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865612","186.1.1","211793","","","","0"
"2020","All census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865612","186.1.1","212376","","","","0"
"2021","All census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865612","186.1.1","211952","","","","0"
"2022","All census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865612","186.1.1","215614","","","","0"
"2023","All census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865612","186.1.1","223179","","","","0"
"2024","All census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865612","186.1.1","228504","","","","0"
"2025","All census agglomerations, Nova Scotia","","Total - gender","All ages","Persons","249","units","0","v1589865612","186.1.1","229291","","","","0"
"2015","All census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589868717","187.1.1","472979","","","","0"
"2016","All census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589868717","187.1.1","476849","","","","0"
