"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Nanaimo (CMA), British Columbia","2021S0503938","Total - gender","All ages","Persons","249","units","0","v1589919432","46.1.1","109335","","","","0"
"2017","Nanaimo (CMA), British Columbia","2021S0503938","Total - gender","All ages","Persons","249","units","0","v1589919432","46.1.1","111651","","","","0"
"2018","Nanaimo (CMA), British Columbia","2021S0503938","Total - gender","All ages","Persons","249","units","0","v1589919432","46.1.1","114435","","","","0"
"2019","Nanaimo (CMA), British Columbia","2021S0503938","Total - gender","All ages","Persons","249","units","0","v1589919432","46.1.1","117004","","","","0"
"2020","Nanaimo (CMA), British Columbia","2021S0503938","Total - gender","All ages","Persons","249","units","0","v1589919432","46.1.1","118556","","","","0"
"2021","Nanaimo (CMA), British Columbia","2021S0503938","Total - gender","All ages","Persons","249","units","0","v1589919432","46.1.1","120213","","","","0"
"2022","Nanaimo (CMA), British Columbia","2021S0503938","Total - gender","All ages","Persons","249","units","0","v1589919432","46.1.1","122944","","","","0"
"2023","Nanaimo (CMA), British Columbia","2021S0503938","Total - gender","All ages","Persons","249","units","0","v1589919432","46.1.1","125313","","","","0"
"2024","Nanaimo (CMA), British Columbia","2021S0503938","Total - gender","All ages","Persons","249","units","0","v1589919432","46.1.1","128285","","","","0"
"2025","Nanaimo (CMA), British Columbia","2021S0503938","Total - gender","All ages","Persons","249","units","0","v1589919432","46.1.1","129750","","","","0"
"2015","All census agglomerations, Canada","","Total - gender","All ages","Persons","249","units","0","v1589929092","47.1.1","3685325","","","","0"
"2016","All census agglomerations, Canada","","Total - gender","All ages","Persons","249","units","0","v1589929092","47.1.1","3706900","","","","0"
"2017","All census agglomerations, Canada","","Total - gender","All ages","Persons","249","units","0","v1589929092","47.1.1","3736075","","","","0"
"2018","All census agglomerations, Canada","","Total - gender","All ages","Persons","249","units","0","v1589929092","47.1.1","3770625","","","","0"
"2019","All census agglomerations, Canada","","Total - gender","All ages","Persons","249","units","0","v1589929092","47.1.1","3805784","","","","0"
"2020","All census agglomerations, Canada","","Total - gender","All ages","Persons","249","units","0","v1589929092","47.1.1","3834001","","","","0"
"2021","All census agglomerations, Canada","","Total - gender","All ages","Persons","249","units","0","v1589929092","47.1.1","3867708","","","","0"
"2022","All census agglomerations, Canada","","Total - gender","All ages","Persons","249","units","0","v1589929092","47.1.1","3919053","","","","0"
"2023","All census agglomerations, Canada","","Total - gender","All ages","Persons","249","units","0","v1589929092","47.1.1","3987546","","","","0"
"2024","All census agglomerations, Canada","","Total - gender","All ages","Persons","249","units","0","v1589929092","47.1.1","4066612","","","","0"
"2025","All census agglomerations, Canada","","Total - gender","All ages","Persons","249","units","0","v1589929092","47.1.1","4102905","","","","0"
"2015","Grand Falls-Windsor (CA), Newfoundland and Labrador","2021S0504010","Total - gender","All ages","Persons","249","units","0","v1589859057","48.1.1","14246","","","","0"
"2016","Grand Falls-Windsor (CA), Newfoundland and Labrador","2021S0504010","Total - gender","All ages","Persons","249","units","0","v1589859057","48.1.1","14313","","","","0"
"2017","Grand Falls-Windsor (CA), Newfoundland and Labrador","2021S0504010","Total - gender","All ages","Persons","249","units","0","v1589859057","48.1.1","14286","","","","0"
"2018","Grand Falls-Windsor (CA), Newfoundland and Labrador","2021S0504010","Total - gender","All ages","Persons","249","units","0","v1589859057","48.1.1","14263","","","","0"
"2019","Grand Falls-Windsor (CA), Newfoundland and Labrador","2021S0504010","Total - gender","All ages","Persons","249","units","0","v1589859057","48.1.1","14204","","","","0"
"2020","Grand Falls-Windsor (CA), Newfoundland and Labrador","2021S0504010","Total - gender","All ages","Persons","249","units","0","v1589859057","48.1.1","14225","","","","0"
"2021","Grand Falls-Windsor (CA), Newfoundland and Labrador","2021S0504010","Total - gender","All ages","Persons","249","units","0","v1589859057","48.1.1","14294","","","","0"
"2022","Grand Falls-Windsor (CA), Newfoundland and Labrador","2021S0504010","Total - gender","All ages","Persons","249","units","0","v1589859057","48.1.1","14366","","","","0"
"2023","Grand Falls-Windsor (CA), Newfoundland and Labrador","2021S0504010","Total - gender","All ages","Persons","249","units","0","v1589859057","48.1.1","14480","","","","0"
"2024","Grand Falls-Windsor (CA), Newfoundland and Labrador","2021S0504010","Total - gender","All ages","Persons","249","units","0","v1589859057","48.1.1","14516","","","","0"
"2025","Grand Falls-Windsor (CA), Newfoundland and Labrador","2021S0504010","Total - gender","All ages","Persons","249","units","0","v1589859057","48.1.1","14549","","","","0"
"2015","Gander (CA), Newfoundland and Labrador","2021S0504011","Total - gender","All ages","Persons","249","units","0","v1589859402","49.1.1","13325","","","","0"
"2016","Gander (CA), Newfoundland and Labrador","2021S0504011","Total - gender","All ages","Persons","249","units","0","v1589859402","49.1.1","13430","","","","0"
"2017","Gander (CA), Newfoundland and Labrador","2021S0504011","Total - gender","All ages","Persons","249","units","0","v1589859402","49.1.1","13580","","","","0"
"2018","Gander (CA), Newfoundland and Labrador","2021S0504011","Total - gender","All ages","Persons","249","units","0","v1589859402","49.1.1","13673","","","","0"
"2019","Gander (CA), Newfoundland and Labrador","2021S0504011","Total - gender","All ages","Persons","249","units","0","v1589859402","49.1.1","13628","","","","0"
"2020","Gander (CA), Newfoundland and Labrador","2021S0504011","Total - gender","All ages","Persons","249","units","0","v1589859402","49.1.1","13677","","","","0"
"2021","Gander (CA), Newfoundland and Labrador","2021S0504011","Total - gender","All ages","Persons","249","units","0","v1589859402","49.1.1","13817","","","","0"
"2022","Gander (CA), Newfoundland and Labrador","2021S0504011","Total - gender","All ages","Persons","249","units","0","v1589859402","49.1.1","13838","","","","0"
"2023","Gander (CA), Newfoundland and Labrador","2021S0504011","Total - gender","All ages","Persons","249","units","0","v1589859402","49.1.1","14102","","","","0"
"2024","Gander (CA), Newfoundland and Labrador","2021S0504011","Total - gender","All ages","Persons","249","units","0","v1589859402","49.1.1","14266","","","","0"
"2025","Gander (CA), Newfoundland and Labrador","2021S0504011","Total - gender","All ages","Persons","249","units","0","v1589859402","49.1.1","14389","","","","0"
"2015","Corner Brook (CA), Newfoundland and Labrador","2021S0504015","Total - gender","All ages","Persons","249","units","0","v1589859747","50.1.1","31322","","","","0"
"2016","Corner Brook (CA), Newfoundland and Labrador","2021S0504015","Total - gender","All ages","Persons","249","units","0","v1589859747","50.1.1","31433","","","","0"
"2017","Corner Brook (CA), Newfoundland and Labrador","2021S0504015","Total - gender","All ages","Persons","249","units","0","v1589859747","50.1.1","31339","","","","0"
"2018","Corner Brook (CA), Newfoundland and Labrador","2021S0504015","Total - gender","All ages","Persons","249","units","0","v1589859747","50.1.1","31152","","","","0"
"2019","Corner Brook (CA), Newfoundland and Labrador","2021S0504015","Total - gender","All ages","Persons","249","units","0","v1589859747","50.1.1","31096","","","","0"
"2020","Corner Brook (CA), Newfoundland and Labrador","2021S0504015","Total - gender","All ages","Persons","249","units","0","v1589859747","50.1.1","30821","","","","0"
"2021","Corner Brook (CA), Newfoundland and Labrador","2021S0504015","Total - gender","All ages","Persons","249","units","0","v1589859747","50.1.1","30827","","","","0"
"2022","Corner Brook (CA), Newfoundland and Labrador","2021S0504015","Total - gender","All ages","Persons","249","units","0","v1589859747","50.1.1","30985","","","","0"
"2023","Corner Brook (CA), Newfoundland and Labrador","2021S0504015","Total - gender","All ages","Persons","249","units","0","v1589859747","50.1.1","31009","","","","0"
"2024","Corner Brook (CA), Newfoundland and Labrador","2021S0504015","Total - gender","All ages","Persons","249","units","0","v1589859747","50.1.1","31379","","","","0"
"2025","Corner Brook (CA), Newfoundland and Labrador","2021S0504015","Total - gender","All ages","Persons","249","units","0","v1589859747","50.1.1","31880","","","","0"
"2015","Charlottetown (CA), Prince Edward Island","2021S0504105","Total - gender","All ages","Persons","249","units","0","v1589861472","51.1.1","72145","","","","0"
"2016","Charlottetown (CA), Prince Edward Island","2021S0504105","Total - gender","All ages","Persons","249","units","0","v1589861472","51.1.1","74176","","","","0"
"2017","Charlottetown (CA), Prince Edward Island","2021S0504105","Total - gender","All ages","Persons","249","units","0","v1589861472","51.1.1","76453","","","","0"
"2018","Charlottetown (CA), Prince Edward Island","2021S0504105","Total - gender","All ages","Persons","249","units","0","v1589861472","51.1.1","78003","","","","0"
"2019","Charlottetown (CA), Prince Edward Island","2021S0504105","Total - gender","All ages","Persons","249","units","0","v1589861472","51.1.1","80008","","","","0"
"2020","Charlottetown (CA), Prince Edward Island","2021S0504105","Total - gender","All ages","Persons","249","units","0","v1589861472","51.1.1","81853","","","","0"
"2021","Charlottetown (CA), Prince Edward Island","2021S0504105","Total - gender","All ages","Persons","249","units","0","v1589861472","51.1.1","83104","","","","0"
"2022","Charlottetown (CA), Prince Edward Island","2021S0504105","Total - gender","All ages","Persons","249","units","0","v1589861472","51.1.1","86395","","","","0"
"2023","Charlottetown (CA), Prince Edward Island","2021S0504105","Total - gender","All ages","Persons","249","units","0","v1589861472","51.1.1","90602","","","","0"
"2024","Charlottetown (CA), Prince Edward Island","2021S0504105","Total - gender","All ages","Persons","249","units","0","v1589861472","51.1.1","94906","","","","0"
"2025","Charlottetown (CA), Prince Edward Island","2021S0504105","Total - gender","All ages","Persons","249","units","0","v1589861472","51.1.1","96516","","","","0"
"2015","Summerside (CA), Prince Edward Island","2021S0504110","Total - gender","All ages","Persons","249","units","0","v1589861817","52.1.1","17070","","","","0"
"2016","Summerside (CA), Prince Edward Island","2021S0504110","Total - gender","All ages","Persons","249","units","0","v1589861817","52.1.1","17171","","","","0"
"2017","Summerside (CA), Prince Edward Island","2021S0504110","Total - gender","All ages","Persons","249","units","0","v1589861817","52.1.1","17350","","","","0"
"2018","Summerside (CA), Prince Edward Island","2021S0504110","Total - gender","All ages","Persons","249","units","0","v1589861817","52.1.1","17795","","","","0"
"2019","Summerside (CA), Prince Edward Island","2021S0504110","Total - gender","All ages","Persons","249","units","0","v1589861817","52.1.1","18248","","","","0"
"2020","Summerside (CA), Prince Edward Island","2021S0504110","Total - gender","All ages","Persons","249","units","0","v1589861817","52.1.1","18568","","","","0"
"2021","Summerside (CA), Prince Edward Island","2021S0504110","Total - gender","All ages","Persons","249","units","0","v1589861817","52.1.1","19051","","","","0"
"2022","Summerside (CA), Prince Edward Island","2021S0504110","Total - gender","All ages","Persons","249","units","0","v1589861817","52.1.1","19344","","","","0"
"2023","Summerside (CA), Prince Edward Island","2021S0504110","Total - gender","All ages","Persons","249","units","0","v1589861817","52.1.1","19964","","","","0"
"2024","Summerside (CA), Prince Edward Island","2021S0504110","Total - gender","All ages","Persons","249","units","0","v1589861817","52.1.1","20619","","","","0"
"2025","Summerside (CA), Prince Edward Island","2021S0504110","Total - gender","All ages","Persons","249","units","0","v1589861817","52.1.1","21017","","","","0"
"2015","Kentville (CA), Nova Scotia","2021S0504210","Total - gender","All ages","Persons","249","units","0","v1589863542","53.1.1","26543","","","","0"
"2016","Kentville (CA), Nova Scotia","2021S0504210","Total - gender","All ages","Persons","249","units","0","v1589863542","53.1.1","26602","","","","0"
"2017","Kentville (CA), Nova Scotia","2021S0504210","Total - gender","All ages","Persons","249","units","0","v1589863542","53.1.1","26688","","","","0"
"2018","Kentville (CA), Nova Scotia","2021S0504210","Total - gender","All ages","Persons","249","units","0","v1589863542","53.1.1","26973","","","","0"
"2019","Kentville (CA), Nova Scotia","2021S0504210","Total - gender","All ages","Persons","249","units","0","v1589863542","53.1.1","27119","","","","0"
"2020","Kentville (CA), Nova Scotia","2021S0504210","Total - gender","All ages","Persons","249","units","0","v1589863542","53.1.1","27338","","","","0"
"2021","Kentville (CA), Nova Scotia","2021S0504210","Total - gender","All ages","Persons","249","units","0","v1589863542","53.1.1","27776","","","","0"
"2022","Kentville (CA), Nova Scotia","2021S0504210","Total - gender","All ages","Persons","249","units","0","v1589863542","53.1.1","28283","","","","0"
"2023","Kentville (CA), Nova Scotia","2021S0504210","Total - gender","All ages","Persons","249","units","0","v1589863542","53.1.1","28731","","","","0"
"2024","Kentville (CA), Nova Scotia","2021S0504210","Total - gender","All ages","Persons","249","units","0","v1589863542","53.1.1","29283","","","","0"
"2025","Kentville (CA), Nova Scotia","2021S0504210","Total - gender","All ages","Persons","249","units","0","v1589863542","53.1.1","29559","","","","0"
"2015","Truro (CA), Nova Scotia","2021S0504215","Total - gender","All ages","Persons","249","units","0","v1589863887","54.1.1","46311","","","","0"
"2016","Truro (CA), Nova Scotia","2021S0504215","Total - gender","All ages","Persons","249","units","0","v1589863887","54.1.1","46576","","","","0"
"2017","Truro (CA), Nova Scotia","2021S0504215","Total - gender","All ages","Persons","249","units","0","v1589863887","54.1.1","46590","","","","0"
"2018","Truro (CA), Nova Scotia","2021S0504215","Total - gender","All ages","Persons","249","units","0","v1589863887","54.1.1","46828","","","","0"
"2019","Truro (CA), Nova Scotia","2021S0504215","Total - gender","All ages","Persons","249","units","0","v1589863887","54.1.1","47194","","","","0"
"2020","Truro (CA), Nova Scotia","2021S0504215","Total - gender","All ages","Persons","249","units","0","v1589863887","54.1.1","47616","","","","0"
"2021","Truro (CA), Nova Scotia","2021S0504215","Total - gender","All ages","Persons","249","units","0","v1589863887","54.1.1","48077","","","","0"
"2022","Truro (CA), Nova Scotia","2021S0504215","Total - gender","All ages","Persons","249","units","0","v1589863887","54.1.1","48762","","","","0"
"2023","Truro (CA), Nova Scotia","2021S0504215","Total - gender","All ages","Persons","249","units","0","v1589863887","54.1.1","49579","","","","0"
"2024","Truro (CA), Nova Scotia","2021S0504215","Total - gender","All ages","Persons","249","units","0","v1589863887","54.1.1","50650","","","","0"
"2025","Truro (CA), Nova Scotia","2021S0504215","Total - gender","All ages","Persons","249","units","0","v1589863887","54.1.1","51166","","","","0"
"2015","New Glasgow (CA), Nova Scotia","2021S0504220","Total - gender","All ages","Persons","249","units","0","v1589864232","55.1.1","35210","","","","0"
"2016","New Glasgow (CA), Nova Scotia","2021S0504220","Total - gender","All ages","Persons","249","units","0","v1589864232","55.1.1","34979","","","","0"
"2017","New Glasgow (CA), Nova Scotia","2021S0504220","Total - gender","All ages","Persons","249","units","0","v1589864232","55.1.1","34932","","","","0"
"2018","New Glasgow (CA), Nova Scotia","2021S0504220","Total - gender","All ages","Persons","249","units","0","v1589864232","55.1.1","34866","","","","0"
"2019","New Glasgow (CA), Nova Scotia","2021S0504220","Total - gender","All ages","Persons","249","units","0","v1589864232","55.1.1","34920","","","","0"
"2020","New Glasgow (CA), Nova Scotia","2021S0504220","Total - gender","All ages","Persons","249","units","0","v1589864232","55.1.1","35066","","","","0"
"2021","New Glasgow (CA), Nova Scotia","2021S0504220","Total - gender","All ages","Persons","249","units","0","v1589864232","55.1.1","35345","","","","0"
"2022","New Glasgow (CA), Nova Scotia","2021S0504220","Total - gender","All ages","Persons","249","units","0","v1589864232","55.1.1","35739","","","","0"
"2023","New Glasgow (CA), Nova Scotia","2021S0504220","Total - gender","All ages","Persons","249","units","0","v1589864232","55.1.1","36109","","","","0"
"2024","New Glasgow (CA), Nova Scotia","2021S0504220","Total - gender","All ages","Persons","249","units","0","v1589864232","55.1.1","36493","","","","0"
"2025","New Glasgow (CA), Nova Scotia","2021S0504220","Total - gender","All ages","Persons","249","units","0","v1589864232","55.1.1","36677","","","","0"
"2015","Cape Breton (CA), Nova Scotia","2021S0504225","Total - gender","All ages","Persons","249","units","0","v1589864577","56.1.1","100649","","","","0"
"2016","Cape Breton (CA), Nova Scotia","2021S0504225","Total - gender","All ages","Persons","249","units","0","v1589864577","56.1.1","100392","","","","0"
"2017","Cape Breton (CA), Nova Scotia","2021S0504225","Total - gender","All ages","Persons","249","units","0","v1589864577","56.1.1","100281","","","","0"
"2018","Cape Breton (CA), Nova Scotia","2021S0504225","Total - gender","All ages","Persons","249","units","0","v1589864577","56.1.1","100756","","","","0"
"2019","Cape Breton (CA), Nova Scotia","2021S0504225","Total - gender","All ages","Persons","249","units","0","v1589864577","56.1.1","102560","","","","0"
"2020","Cape Breton (CA), Nova Scotia","2021S0504225","Total - gender","All ages","Persons","249","units","0","v1589864577","56.1.1","102356","","","","0"
"2021","Cape Breton (CA), Nova Scotia","2021S0504225","Total - gender","All ages","Persons","249","units","0","v1589864577","56.1.1","100754","","","","0"
"2022","Cape Breton (CA), Nova Scotia","2021S0504225","Total - gender","All ages","Persons","249","units","0","v1589864577","56.1.1","102830","","","","0"
"2023","Cape Breton (CA), Nova Scotia","2021S0504225","Total - gender","All ages","Persons","249","units","0","v1589864577","56.1.1","108760","","","","0"
"2024","Cape Breton (CA), Nova Scotia","2021S0504225","Total - gender","All ages","Persons","249","units","0","v1589864577","56.1.1","112078","","","","0"
"2025","Cape Breton (CA), Nova Scotia","2021S0504225","Total - gender","All ages","Persons","249","units","0","v1589864577","56.1.1","111889","","","","0"
"2015","Bathurst (CA), New Brunswick","2021S0504328","Total - gender","All ages","Persons","249","units","0","v1589867337","57.1.1","31610","","","","0"
"2016","Bathurst (CA), New Brunswick","2021S0504328","Total - gender","All ages","Persons","249","units","0","v1589867337","57.1.1","31610","","","","0"
"2017","Bathurst (CA), New Brunswick","2021S0504328","Total - gender","All ages","Persons","249","units","0","v1589867337","57.1.1","31619","","","","0"
"2018","Bathurst (CA), New Brunswick","2021S0504328","Total - gender","All ages","Persons","249","units","0","v1589867337","57.1.1","31598","","","","0"
"2019","Bathurst (CA), New Brunswick","2021S0504328","Total - gender","All ages","Persons","249","units","0","v1589867337","57.1.1","31720","","","","0"
"2020","Bathurst (CA), New Brunswick","2021S0504328","Total - gender","All ages","Persons","249","units","0","v1589867337","57.1.1","31799","","","","0"
"2021","Bathurst (CA), New Brunswick","2021S0504328","Total - gender","All ages","Persons","249","units","0","v1589867337","57.1.1","31876","","","","0"
"2022","Bathurst (CA), New Brunswick","2021S0504328","Total - gender","All ages","Persons","249","units","0","v1589867337","57.1.1","32177","","","","0"
"2023","Bathurst (CA), New Brunswick","2021S0504328","Total - gender","All ages","Persons","249","units","0","v1589867337","57.1.1","32624","","","","0"
"2024","Bathurst (CA), New Brunswick","2021S0504328","Total - gender","All ages","Persons","249","units","0","v1589867337","57.1.1","33326","","","","0"
"2025","Bathurst (CA), New Brunswick","2021S0504328","Total - gender","All ages","Persons","249","units","0","v1589867337","57.1.1","33467","","","","0"
"2015","Miramichi (CA), New Brunswick","2021S0504329","Total - gender","All ages","Persons","249","units","0","v1589867682","58.1.1","27920","","","","0"
"2016","Miramichi (CA), New Brunswick","2021S0504329","Total - gender","All ages","Persons","249","units","0","v1589867682","58.1.1","27953","","","","0"
"2017","Miramichi (CA), New Brunswick","2021S0504329","Total - gender","All ages","Persons","249","units","0","v1589867682","58.1.1","27872","","","","0"
"2018","Miramichi (CA), New Brunswick","2021S0504329","Total - gender","All ages","Persons","249","units","0","v1589867682","58.1.1","27785","","","","0"
"2019","Miramichi (CA), New Brunswick","2021S0504329","Total - gender","All ages","Persons","249","units","0","v1589867682","58.1.1","27827","","","","0"
"2020","Miramichi (CA), New Brunswick","2021S0504329","Total - gender","All ages","Persons","249","units","0","v1589867682","58.1.1","27870","","","","0"
"2021","Miramichi (CA), New Brunswick","2021S0504329","Total - gender","All ages","Persons","249","units","0","v1589867682","58.1.1","28085","","","","0"
"2022","Miramichi (CA), New Brunswick","2021S0504329","Total - gender","All ages","Persons","249","units","0","v1589867682","58.1.1","28620","","","","0"
"2023","Miramichi (CA), New Brunswick","2021S0504329","Total - gender","All ages","Persons","249","units","0","v1589867682","58.1.1","29287","","","","0"
"2024","Miramichi (CA), New Brunswick","2021S0504329","Total - gender","All ages","Persons","249","units","0","v1589867682","58.1.1","30047","","","","0"
"2025","Miramichi (CA), New Brunswick","2021S0504329","Total - gender","All ages","Persons","249","units","0","v1589867682","58.1.1","30218","","","","0"
"2015","Edmundston (CA), New Brunswick","2021S0504335","Total - gender","All ages","Persons","249","units","0","v1589868372","59.1.1","22245","","","","0"
"2016","Edmundston (CA), New Brunswick","2021S0504335","Total - gender","All ages","Persons","249","units","0","v1589868372","59.1.1","22302","","","","0"
"2017","Edmundston (CA), New Brunswick","2021S0504335","Total - gender","All ages","Persons","249","units","0","v1589868372","59.1.1","22361","","","","0"
"2018","Edmundston (CA), New Brunswick","2021S0504335","Total - gender","All ages","Persons","249","units","0","v1589868372","59.1.1","22370","","","","0"
"2019","Edmundston (CA), New Brunswick","2021S0504335","Total - gender","All ages","Persons","249","units","0","v1589868372","59.1.1","22364","","","","0"
"2020","Edmundston (CA), New Brunswick","2021S0504335","Total - gender","All ages","Persons","249","units","0","v1589868372","59.1.1","22385","","","","0"
"2021","Edmundston (CA), New Brunswick","2021S0504335","Total - gender","All ages","Persons","249","units","0","v1589868372","59.1.1","22514","","","","0"
"2022","Edmundston (CA), New Brunswick","2021S0504335","Total - gender","All ages","Persons","249","units","0","v1589868372","59.1.1","22634","","","","0"
"2023","Edmundston (CA), New Brunswick","2021S0504335","Total - gender","All ages","Persons","249","units","0","v1589868372","59.1.1","23275","","","","0"
"2024","Edmundston (CA), New Brunswick","2021S0504335","Total - gender","All ages","Persons","249","units","0","v1589868372","59.1.1","24174","","","","0"
"2025","Edmundston (CA), New Brunswick","2021S0504335","Total - gender","All ages","Persons","249","units","0","v1589868372","59.1.1","24655","","","","0"
"2015","Campbellton (CA), New Brunswick/Quebec","2021S0504330","Total - gender","All ages","Persons","249","units","0","v1589929782","60.1.1","15241","","","","0"
"2016","Campbellton (CA), New Brunswick/Quebec","2021S0504330","Total - gender","All ages","Persons","249","units","0","v1589929782","60.1.1","15032","","","","0"
"2017","Campbellton (CA), New Brunswick/Quebec","2021S0504330","Total - gender","All ages","Persons","249","units","0","v1589929782","60.1.1","15029","","","","0"
"2018","Campbellton (CA), New Brunswick/Quebec","2021S0504330","Total - gender","All ages","Persons","249","units","0","v1589929782","60.1.1","15020","","","","0"
"2019","Campbellton (CA), New Brunswick/Quebec","2021S0504330","Total - gender","All ages","Persons","249","units","0","v1589929782","60.1.1","15037","","","","0"
"2020","Campbellton (CA), New Brunswick/Quebec","2021S0504330","Total - gender","All ages","Persons","249","units","0","v1589929782","60.1.1","15047","","","","0"
"2021","Campbellton (CA), New Brunswick/Quebec","2021S0504330","Total - gender","All ages","Persons","249","units","0","v1589929782","60.1.1","15206","","","","0"
"2022","Campbellton (CA), New Brunswick/Quebec","2021S0504330","Total - gender","All ages","Persons","249","units","0","v1589929782","60.1.1","15096","","","","0"
"2023","Campbellton (CA), New Brunswick/Quebec","2021S0504330","Total - gender","All ages","Persons","249","units","0","v1589929782","60.1.1","15185","","","","0"
"2024","Campbellton (CA), New Brunswick/Quebec","2021S0504330","Total - gender","All ages","Persons","249","units","0","v1589929782","60.1.1","15450","","","","0"
"2025","Campbellton (CA), New Brunswick/Quebec","2021S0504330","Total - gender","All ages","Persons","249","units","0","v1589929782","60.1.1","15554","","","","0"
"2015","Campbellton (CA), New Brunswick part, New Brunswick","2021S050613330","Total - gender","All ages","Persons","249","units","0","v1589868027","61.1.1","12298","","","","0"
"2016","Campbellton (CA), New Brunswick part, New Brunswick","2021S050613330","Total - gender","All ages","Persons","249","units","0","v1589868027","61.1.1","12204","","","","0"
"2017","Campbellton (CA), New Brunswick part, New Brunswick","2021S050613330","Total - gender","All ages","Persons","249","units","0","v1589868027","61.1.1","12185","","","","0"
"2018","Campbellton (CA), New Brunswick part, New Brunswick","2021S050613330","Total - gender","All ages","Persons","249","units","0","v1589868027","61.1.1","12137","","","","0"
"2019","Campbellton (CA), New Brunswick part, New Brunswick","2021S050613330","Total - gender","All ages","Persons","249","units","0","v1589868027","61.1.1","12113","","","","0"
"2020","Campbellton (CA), New Brunswick part, New Brunswick","2021S050613330","Total - gender","All ages","Persons","249","units","0","v1589868027","61.1.1","12134","","","","0"
"2021","Campbellton (CA), New Brunswick part, New Brunswick","2021S050613330","Total - gender","All ages","Persons","249","units","0","v1589868027","61.1.1","12204","","","","0"
"2022","Campbellton (CA), New Brunswick part, New Brunswick","2021S050613330","Total - gender","All ages","Persons","249","units","0","v1589868027","61.1.1","12134","","","","0"
"2023","Campbellton (CA), New Brunswick part, New Brunswick","2021S050613330","Total - gender","All ages","Persons","249","units","0","v1589868027","61.1.1","12202","","","","0"
"2024","Campbellton (CA), New Brunswick part, New Brunswick","2021S050613330","Total - gender","All ages","Persons","249","units","0","v1589868027","61.1.1","12483","","","","0"
"2025","Campbellton (CA), New Brunswick part, New Brunswick","2021S050613330","Total - gender","All ages","Persons","249","units","0","v1589868027","61.1.1","12587","","","","0"
"2015","Campbellton (CA), Quebec part, Quebec","2021S050624330","Total - gender","All ages","Persons","249","units","0","v1589870097","62.1.1","2943","","","","0"
"2016","Campbellton (CA), Quebec part, Quebec","2021S050624330","Total - gender","All ages","Persons","249","units","0","v1589870097","62.1.1","2828","","","","0"
"2017","Campbellton (CA), Quebec part, Quebec","2021S050624330","Total - gender","All ages","Persons","249","units","0","v1589870097","62.1.1","2844","","","","0"
"2018","Campbellton (CA), Quebec part, Quebec","2021S050624330","Total - gender","All ages","Persons","249","units","0","v1589870097","62.1.1","2883","","","","0"
"2019","Campbellton (CA), Quebec part, Quebec","2021S050624330","Total - gender","All ages","Persons","249","units","0","v1589870097","62.1.1","2924","","","","0"
"2020","Campbellton (CA), Quebec part, Quebec","2021S050624330","Total - gender","All ages","Persons","249","units","0","v1589870097","62.1.1","2913","","","","0"
"2021","Campbellton (CA), Quebec part, Quebec","2021S050624330","Total - gender","All ages","Persons","249","units","0","v1589870097","62.1.1","3002","","","","0"
"2022","Campbellton (CA), Quebec part, Quebec","2021S050624330","Total - gender","All ages","Persons","249","units","0","v1589870097","62.1.1","2962","","","","0"
"2023","Campbellton (CA), Quebec part, Quebec","2021S050624330","Total - gender","All ages","Persons","249","units","0","v1589870097","62.1.1","2983","","","","0"
"2024","Campbellton (CA), Quebec part, Quebec","2021S050624330","Total - gender","All ages","Persons","249","units","0","v1589870097","62.1.1","2967","","","","0"
"2025","Campbellton (CA), Quebec part, Quebec","2021S050624330","Total - gender","All ages","Persons","249","units","0","v1589870097","62.1.1","2967","","","","0"
"2015","Matane (CA), Quebec","2021S0504403","Total - gender","All ages","Persons","249","units","0","v1589870442","63.1.1","18832","","","","0"
"2016","Matane (CA), Quebec","2021S0504403","Total - gender","All ages","Persons","249","units","0","v1589870442","63.1.1","18829","","","","0"
"2017","Matane (CA), Quebec","2021S0504403","Total - gender","All ages","Persons","249","units","0","v1589870442","63.1.1","18757","","","","0"
"2018","Matane (CA), Quebec","2021S0504403","Total - gender","All ages","Persons","249","units","0","v1589870442","63.1.1","18653","","","","0"
"2019","Matane (CA), Quebec","2021S0504403","Total - gender","All ages","Persons","249","units","0","v1589870442","63.1.1","18518","","","","0"
"2020","Matane (CA), Quebec","2021S0504403","Total - gender","All ages","Persons","249","units","0","v1589870442","63.1.1","18528","","","","0"
"2021","Matane (CA), Quebec","2021S0504403","Total - gender","All ages","Persons","249","units","0","v1589870442","63.1.1","18494","","","","0"
"2022","Matane (CA), Quebec","2021S0504403","Total - gender","All ages","Persons","249","units","0","v1589870442","63.1.1","18782","","","","0"
"2023","Matane (CA), Quebec","2021S0504403","Total - gender","All ages","Persons","249","units","0","v1589870442","63.1.1","18839","","","","0"
"2024","Matane (CA), Quebec","2021S0504403","Total - gender","All ages","Persons","249","units","0","v1589870442","63.1.1","18722","","","","0"
"2025","Matane (CA), Quebec","2021S0504403","Total - gender","All ages","Persons","249","units","0","v1589870442","63.1.1","18724","","","","0"
"2015","Rimouski (CA), Quebec","2021S0504404","Total - gender","All ages","Persons","249","units","0","v1589870787","64.1.1","53459","","","","0"
"2016","Rimouski (CA), Quebec","2021S0504404","Total - gender","All ages","Persons","249","units","0","v1589870787","64.1.1","53661","","","","0"
